 	Label	Area	Mean	StdDev	Mode	Min	Max	Circ.	Median	Ch	AR	Round	Solidity	Mean_boundary	StdDev_boundary	Mean_distance
1	MD21_GAL_Sam14-ECS_2021.03.24_s1:0001-0389:1	1811.684	175.735	33.305	171	158	690	0.845	172	1	1.577	0.634	0.944	357.380	516.855	10.687
2	MD21_GAL_Sam14-ECS_2021.03.24_s1:0002-0393:1	2595.845	190.690	88.303	169	162	1405	0.744	173	1	1.817	0.550	0.937	528.206	693.326	12.495
3	MD21_GAL_Sam14-ECS_2021.03.24_s1:0003-0389:1	946.402	174.321	8.665	174	162	221	0.806	173	1	1.656	0.604	0.940	293.312	417.274	9.679
4	MD21_GAL_Sam14-ECS_2021.03.24_s1:0004-0389:1	696.281	215.641	62.497	170	168	595	0.918	198	1	1.301	0.769	0.945	533.120	561.404	13.126
5	MD21_GAL_Sam14-ECS_2021.03.24_s1:0005-0398:1	1453.403	164.874	6.964	161	154	208	0.856	164	1	1.623	0.616	0.917	427.692	605.496	19.456
6	MD21_GAL_Sam14-ECS_2021.03.24_s1:0006-0400:1	1358.763	162.169	11.235	158	152	288	0.682	161	1	2.132	0.469	0.903	339.778	514.967	13.751
7	MD21_GAL_Sam14-ECS_2021.03.24_s1:0007-0405:1	2453.885	177.939	52.208	162	151	838	0.840	166	1	1.282	0.780	0.943	354.242	474.554	16.595
8	MD21_GAL_Sam14-ECS_2021.03.24_s1:0008-0404:1	2507.965	179.175	76.815	168	157	1592	0.799	171	1	1.413	0.708	0.954	541.459	683.881	26.806
9	MD21_GAL_Sam14-ECS_2021.03.24_s1:0009-0405:1	2149.684	181.764	64.821	167	158	1166	0.790	169	1	1.863	0.537	0.927	365.462	509.443	25.415
10	MD21_GAL_Sam14-ECS_2021.03.24_s1:0010-0407:1	2122.644	183.799	179.533	161	154	2833	0.695	162	1	2.274	0.440	0.892	427.730	714.523	27.863
11	MD21_GAL_Sam14-ECS_2021.03.24_s1:0011-0407:1	1622.403	165.450	42.912	158	149	546	0.846	158	1	1.465	0.683	0.934	595.208	824.039	16.833
12	MD21_GAL_Sam14-ECS_2021.03.24_s1:0012-0413:1	2210.524	164.327	24.446	158	152	498	0.915	161	1	1.172	0.853	0.941	412.137	465.007	30.303
13	MD21_GAL_Sam14-ECS_2021.03.24_s1:0013-0412:1	1250.603	181.400	143.437	156	146	1679	0.839	156	1	1.393	0.718	0.930	492.167	611.284	17.697
14	MD21_GAL_Sam14-ECS_2021.03.24_s1:0014-0420:1	2676.965	160.780	17.789	156	150	400	0.769	159	1	1.340	0.746	0.904	339.694	515.987	40.275
15	MD21_GAL_Sam14-ECS_2021.03.24_s1:0015-0421:1	2494.445	155.425	23.467	147	140	476	0.797	150	1	1.643	0.609	0.934	337.874	387.000	22.634
16	MD21_GAL_Sam14-ECS_2021.03.24_s1:0016-0419:1	2981.166	162.819	54.839	153	146	1126	0.869	156	1	1.317	0.759	0.933	434.383	557.732	30.687
17	MD21_GAL_Sam14-ECS_2021.03.24_s1:0017-0419:1	966.682	180.252	27.676	169	159	422	0.879	174	1	1.348	0.742	0.929	421.093	565.664	39.175
18	MD21_GAL_Sam14-ECS_2021.03.24_s1:0018-0423:1	1791.404	220.487	297.198	147	141	2359	0.800	151	1	1.317	0.759	0.919	248.450	309.841	18.411
19	MD21_GAL_Sam14-ECS_2021.03.24_s1:0019-0434:1	3805.888	165.613	38.315	160	150	700	0.766	160	1	1.616	0.619	0.931	436.208	524.701	52.854
20	MD21_GAL_Sam14-ECS_2021.03.24_s1:0020-0425:1	2602.605	181.338	42.836	170	158	623	0.817	171	1	1.186	0.843	0.954	460.256	592.221	44.117
21	MD21_GAL_Sam14-ECS_2021.03.24_s1:0021-0427:1	2163.204	177.334	47.125	165	154	602	0.830	165	1	1.431	0.699	0.912	327.759	509.628	22.366
22	MD21_GAL_Sam14-ECS_2021.03.24_s1:0022-0434:1	3197.486	174.569	65.630	159	152	1292	0.573	162	1	2.401	0.417	0.820	339.392	463.986	51.622
23	MD21_GAL_Sam14-ECS_2021.03.24_s1:0023-0433:1	3096.086	149.723	19.505	147	141	496	0.786	148	1	1.480	0.676	0.911	275.511	341.328	38.871
24	MD21_GAL_Sam14-ECS_2021.03.24_s1:0024-0427:1	1514.243	170.107	27.990	163	156	496	0.833	166	1	1.062	0.941	0.951	308.332	360.215	32.933
25	MD21_GAL_Sam14-ECS_2021.03.24_s1:0025-0440:1	2825.686	164.079	30.462	155	148	554	0.752	159	1	1.916	0.522	0.921	324.939	384.873	44.969
26	MD21_GAL_Sam14-ECS_2021.03.24_s1:0026-0439:1	3467.887	163.519	65.699	155	150	1477	0.840	157	1	1.350	0.741	0.942	384.435	437.610	58.327
27	MD21_GAL_Sam14-ECS_2021.03.24_s1:0027-0441:1	2859.486	187.253	167.369	155	150	2022	0.780	157	1	1.931	0.518	0.936	511.280	634.331	54.960
28	MD21_GAL_Sam14-ECS_2021.03.24_s1:0028-0444:1	2913.566	179.404	93.391	157	149	1359	0.603	161	1	2.142	0.467	0.813	250.559	278.368	16.726
29	MD21_GAL_Sam14-ECS_2021.03.24_s1:0029-0441:1	1818.444	170.275	129.643	152	139	1632	0.855	150	1	1.541	0.649	0.942	337.570	405.100	25.398
30	MD21_GAL_Sam14-ECS_2021.03.24_s1:0030-0443:1	1872.524	186.610	122.594	158	151	1249	0.727	159	1	1.997	0.501	0.928	465.275	622.400	54.448
31	MD21_GAL_Sam14-ECS_2021.03.24_s1:0031-0442:1	2244.324	165.373	7.695	165	153	246	0.703	164	1	2.060	0.485	0.908	271.342	343.096	62.259
32	MD21_GAL_Sam14-ECS_2021.03.24_s1:0032-0442:1	2460.645	166.286	23.610	163	154	586	0.728	163	1	1.698	0.589	0.880	324.395	486.224	25.717
