 	Label	Area	Mean	StdDev	Mode	Min	Max	Circ.	Median	Ch	AR	Round	Solidity	Mean_boundary	StdDev_boundary	Mean_distance
1	MD31_GAL_Sam85-ECS_2021.03.24_s1:0001-0718:1	4644.129	185.226	134.514	166	157	2229	0.746	167	1	2.074	0.482	0.944	351.175	434.148	13.329
2	MD31_GAL_Sam85-ECS_2021.03.24_s1:0002-0721:1	3704.487	233.040	314.931	169	153	3168	0.755	171	1	1.888	0.530	0.923	466.370	565.168	12.434
3	MD31_GAL_Sam85-ECS_2021.03.24_s1:0003-0721:1	2886.526	209.904	219.587	164	160	2241	0.845	167	1	1.518	0.659	0.955	383.613	467.986	16.068
4	MD31_GAL_Sam85-ECS_2021.03.24_s1:0004-0721:1	2393.045	223.794	202.070	177	165	2043	0.630	177	1	2.645	0.378	0.923	386.000	457.111	11.729
5	MD31_GAL_Sam85-ECS_2021.03.24_s1:0005-0733:1	4617.089	181.110	130.847	160	154	2508	0.749	167	1	1.961	0.510	0.953	343.805	374.596	13.195
6	MD31_GAL_Sam85-ECS_2021.03.24_s1:0006-0739:1	3941.088	185.067	84.569	171	164	1299	0.836	172	1	1.334	0.750	0.945	391.894	503.817	13.173
7	MD31_GAL_Sam85-ECS_2021.03.24_s1:0007-0747:1	1541.283	302.868	401.171	168	138	2857	0.260	166	1	4.160	0.240	0.561	302.839	371.261	3.399
8	MD31_GAL_Sam85-ECS_2021.03.24_s1:0008-0739:1	4231.768	200.139	169.353	160	153	2085	0.705	162	1	1.998	0.500	0.917	491.364	599.051	33.562
9	MD31_GAL_Sam85-ECS_2021.03.24_s1:0009-0738:1	2981.166	187.485	133.544	171	161	1994	0.787	172	1	1.799	0.556	0.933	369.223	479.152	32.370
10	MD31_GAL_Sam85-ECS_2021.03.24_s1:0010-0744:1	4596.809	204.544	136.496	176	163	1621	0.816	176	1	1.531	0.653	0.937	480.761	674.510	19.604
