 	Label	Area	Mean	StdDev	Mode	Min	Max	Circ.	Median	Ch	AR	Round	Solidity	Mean_boundary	StdDev_boundary	Mean_distance
1	MD19_GAL_Sam45-ECS_2021.03.24_s0:0001-0401:1	35733.431	164.326	81.299	150	123	1222	0.506	150	1	2.090	0.479	0.858	173.960	100.753	9.866
2	MD19_GAL_Sam45-ECS_2021.03.24_s0:0002-0484:1	20435.521	159.736	66.455	142	120	830	0.715	146	1	2.058	0.486	0.936	154.877	64.674	8.553
3	MD19_GAL_Sam45-ECS_2021.03.24_s0:0003-0525:1	73177.146	163.147	76.700	150	122	1229	0.150	149	1	5.455	0.183	0.631	192.958	143.326	17.896
4	MD19_GAL_Sam45-ECS_2021.03.24_s0:0004-0511:1	11539.343	206.492	141.729	168	130	1510	0.651	171	1	2.338	0.428	0.910	339.280	290.718	20.242
5	MD19_GAL_Sam45-ECS_2021.03.24_s0:0005-0511:1	3042.006	232.789	231.915	134	131	2858	0.321	190	1	3.307	0.302	0.629	378.895	381.223	6.167
6	MD19_GAL_Sam45-ECS_2021.03.24_s0:0006-0538:1	10538.861	160.427	43.949	152	130	932	0.665	155	1	1.683	0.594	0.910	197.756	120.475	15.419
7	MD19_GAL_Sam45-ECS_2021.03.24_s0:0007-0577:1	47759.496	208.488	165.578	164	129	2630	0.572	169	1	2.114	0.473	0.869	360.197	352.190	72.620
8	MD19_GAL_Sam45-ECS_2021.03.24_s0:0008-0759:1	507602.655	188.905	129.082	150	120	3006	0.169	158	1	1.451	0.689	0.591	248.566	233.773	52.376
9	MD19_GAL_Sam45-ECS_2021.03.24_s0:0009-0566:1	15744.071	172.830	83.959	129	124	795	0.288	153	1	2.573	0.389	0.783	158.615	75.992	5.883
10	MD19_GAL_Sam45-ECS_2021.03.24_s0:0010-0579:1	872.042	647.124	653.216	155	150	3065	0.225	361	1	4.638	0.216	0.447	434.202	373.999	1.961
11	MD19_GAL_Sam45-ECS_2021.03.24_s0:0011-0576:1	1081.602	175.406	90.570	126	122	536	0.627	130	1	2.657	0.376	0.860	174.445	101.552	45.519
