 	Label	Area	Mean	StdDev	Mode	Min	Max	Circ.	Median	Ch	AR	Round	Solidity	Mean_boundary	StdDev_boundary	Mean_distance
1	MD17_SEM_Sam39-ECS_2021.03.24_s0:0001-0538:1	3109.606	181.420	319.608	137	134	5976	0.266	140	1	3.412	0.293	0.576	213.189	307.077	4.043
2	MD17_SEM_Sam39-ECS_2021.03.24_s0:0002-0547:1	2237.564	509.175	717.127	138	132	4005	0.136	169	1	2.374	0.421	0.283	611.118	768.163	2.846
3	MD17_SEM_Sam39-ECS_2021.03.24_s0:0003-0547:1	3866.728	185.378	150.461	160	150	2181	0.792	159	1	1.653	0.605	0.937	347.509	436.185	14.705
4	MD17_SEM_Sam39-ECS_2021.03.24_s0:0004-0538:1	1088.362	140.087	5.606	137	134	165	0.708	138	1	1.597	0.626	0.852	225.480	323.196	12.224
5	MD17_SEM_Sam39-ECS_2021.03.24_s0:0005-0552:1	4522.449	193.266	149.608	157	144	1743	0.824	157	1	1.227	0.815	0.927	591.870	797.080	17.184
6	MD17_SEM_Sam39-ECS_2021.03.24_s0:0006-0553:1	3271.847	162.700	45.218	158	140	963	0.844	158	1	1.317	0.759	0.920	322.691	467.376	15.322
7	MD17_SEM_Sam39-ECS_2021.03.24_s0:0007-0548:1	1859.004	365.309	546.001	142	135	4026	0.340	151	1	3.878	0.258	0.739	567.107	698.182	4.705
8	MD17_SEM_Sam39-ECS_2021.03.24_s0:0008-0556:1	3238.046	196.409	205.311	160	151	2313	0.828	162	1	1.252	0.799	0.918	321.124	549.241	20.718
9	MD17_SEM_Sam39-ECS_2021.03.24_s0:0009-0567:1	3217.766	186.866	191.824	158	150	2726	0.821	158	1	1.424	0.702	0.934	283.821	392.116	22.971
10	MD17_SEM_Sam39-ECS_2021.03.24_s0:0010-0569:1	4204.728	197.320	174.179	163	139	2185	0.749	162	1	1.148	0.871	0.903	423.309	603.034	23.608
11	MD17_SEM_Sam39-ECS_2021.03.24_s0:0011-0566:1	1230.322	173.857	7.853	171	159	243	0.884	173	1	1.421	0.704	0.941	272.036	369.394	10.516
12	MD17_SEM_Sam39-ECS_2021.03.24_s0:0012-0568:1	676.001	152.400	31.551	139	135	339	0.784	143	1	1.956	0.511	0.844	289.774	330.308	25.630
13	MD17_SEM_Sam39-ECS_2021.03.24_s0:0013-0581:1	2805.406	179.243	81.038	163	154	1330	0.848	165	1	1.093	0.915	0.926	435.803	561.132	34.272
14	MD17_SEM_Sam39-ECS_2021.03.24_s0:0014-0584:1	3603.087	176.839	84.977	160	153	1116	0.830	160	1	1.361	0.735	0.936	395.337	608.573	40.867
15	MD17_SEM_Sam39-ECS_2021.03.24_s0:0015-0589:1	3961.368	214.184	272.985	158	148	3014	0.715	168	1	1.887	0.530	0.916	345.458	554.678	18.073
16	MD17_SEM_Sam39-ECS_2021.03.24_s0:0016-0583:1	2514.725	278.433	359.446	163	159	3438	0.805	170	1	1.518	0.659	0.927	404.723	574.494	16.239
17	MD17_SEM_Sam39-ECS_2021.03.24_s0:0017-0585:1	1892.804	179.750	87.388	163	155	1185	0.815	164	1	1.454	0.688	0.944	643.733	856.578	43.771
