 	Label	Area	Mean	StdDev	Mode	Min	Max	Circ.	Median	Ch	AR	Round	Solidity	Mean_boundary	StdDev_boundary	Mean_distance
1	MD06_SEM-ECS_2021.03.24_s2:0001-0018:1	4488.649	169.547	57.437	156	130	854	0.845	161	1	1.311	0.763	0.939	218.447	152.048	26.509
2	MD06_SEM-ECS_2021.03.24_s2:0002-0031:1	5184.930	181.236	49.809	187	133	784	0.784	176	1	1.201	0.833	0.931	259.150	234.534	21.137
3	MD06_SEM-ECS_2021.03.24_s2:0003-0046:1	6929.014	181.565	52.573	177	136	808	0.808	175	1	1.247	0.802	0.925	231.917	192.368	45.596
4	MD06_SEM-ECS_2021.03.24_s2:0004-0066:1	5570.251	173.517	21.810	176	132	502	0.716	173	1	1.306	0.765	0.913	248.111	202.029	24.555
5	MD06_SEM-ECS_2021.03.24_s2:0005-0069:1	5915.012	187.337	64.101	173	134	904	0.816	178	1	1.340	0.747	0.923	283.304	250.781	29.632
6	MD06_SEM-ECS_2021.03.24_s2:0006-0096:1	11350.063	184.035	49.014	176	136	853	0.765	176	1	1.495	0.669	0.929	275.399	218.944	27.831
7	MD06_SEM-ECS_2021.03.24_s2:0007-0089:1	5962.332	182.001	56.542	174	132	972	0.819	175	1	1.246	0.803	0.922	228.662	189.172	18.108
8	MD06_SEM-ECS_2021.03.24_s2:0008-0103:1	6692.413	188.197	66.442	175	137	725	0.672	176	1	2.023	0.494	0.880	336.683	268.817	32.888
9	MD06_SEM-ECS_2021.03.24_s2:0009-0113:1	8247.216	177.320	51.978	177	132	856	0.689	175	1	1.297	0.771	0.880	216.906	157.039	11.649
10	MD06_SEM-ECS_2021.03.24_s2:0010-0119:1	4623.849	184.266	41.409	177	138	744	0.758	180	1	1.873	0.534	0.916	298.553	231.798	28.826
11	MD06_SEM-ECS_2021.03.24_s2:0011-0128:1	7341.375	186.193	64.782	176	144	1164	0.746	178	1	1.793	0.558	0.921	263.808	215.612	19.361
12	MD06_SEM-ECS_2021.03.24_s2:0012-0141:1	11005.302	188.633	81.572	172	137	1126	0.679	175	1	1.762	0.567	0.889	289.661	243.063	29.848
13	MD06_SEM-ECS_2021.03.24_s2:0013-0158:1	15784.632	187.577	153.988	172	133	3259	0.773	172	1	1.085	0.922	0.933	300.546	437.685	16.386
14	MD06_SEM-ECS_2021.03.24_s2:0014-0156:1	8916.458	178.513	60.176	177	132	1164	0.745	176	1	1.433	0.698	0.925	260.706	236.047	36.878
15	MD06_SEM-ECS_2021.03.24_s2:0015-0164:1	7780.776	192.643	77.065	176	143	1463	0.653	178	1	2.010	0.497	0.871	328.271	263.613	29.130
16	MD06_SEM-ECS_2021.03.24_s2:0016-0174:1	5969.092	181.800	20.782	178	152	419	0.665	179	1	2.312	0.432	0.865	291.421	272.425	48.843
17	MD06_SEM-ECS_2021.03.24_s2:0017-0196:1	11809.744	191.377	94.947	168	138	1507	0.794	174	1	1.379	0.725	0.921	374.768	336.736	19.592
18	MD06_SEM-ECS_2021.03.24_s2:0018-0195:1	6219.212	189.157	34.187	184	168	735	0.752	184	1	1.458	0.686	0.914	330.070	308.984	20.834
19	MD06_SEM-ECS_2021.03.24_s2:0019-0199:1	13465.947	210.060	160.671	175	147	2169	0.549	177	1	2.600	0.385	0.877	380.569	326.500	46.679
20	MD06_SEM-ECS_2021.03.24_s2:0020-0218:1	8666.337	184.407	43.834	178	143	762	0.753	179	1	1.417	0.706	0.929	365.389	358.036	29.300
21	MD06_SEM-ECS_2021.03.24_s2:0021-0229:1	9295.019	210.270	72.825	202	176	1256	0.766	200	1	1.540	0.649	0.949	353.333	282.356	18.736
22	MD06_SEM-ECS_2021.03.24_s2:0022-0229:1	8064.696	187.303	56.646	177	160	925	0.486	179	1	3.779	0.265	0.887	316.181	276.526	37.152
23	MD06_SEM-ECS_2021.03.24_s2:0023-0243:1	797.682	145.153	6.320	144	135	164	0.240	144	1	4.885	0.205	0.530	191.186	171.391	2.661
24	MD06_SEM-ECS_2021.03.24_s2:0024-0253:1	8821.818	190.554	83.082	177	162	1240	0.787	178	1	1.418	0.705	0.950	322.931	304.078	27.996
25	MD06_SEM-ECS_2021.03.24_s2:0025-0254:1	6638.333	184.974	36.530	179	168	894	0.538	180	1	3.056	0.327	0.922	330.474	296.574	38.224
26	MD06_SEM-ECS_2021.03.24_s2:0026-0266:1	10795.742	182.994	54.496	175	162	1051	0.638	175	1	2.228	0.449	0.899	320.434	267.978	25.934
27	MD06_SEM-ECS_2021.03.24_s2:0027-0283:1	8301.297	205.536	96.469	190	164	1567	0.648	191	1	2.013	0.497	0.889	327.703	294.780	18.344
28	MD06_SEM-ECS_2021.03.24_s2:0028-0268:1	1473.683	210.812	52.780	210	163	803	0.883	207	1	1.445	0.692	0.942	304.713	368.484	14.468
29	MD06_SEM-ECS_2021.03.24_s2:0029-0280:1	5394.491	242.514	184.367	198	172	2012	0.493	201	1	3.774	0.265	0.882	324.776	293.300	23.232
30	MD06_SEM-ECS_2021.03.24_s2:0030-0273:1	2541.765	230.460	135.048	208	163	1849	0.907	206	1	1.102	0.907	0.945	274.491	261.158	16.601
31	MD06_SEM-ECS_2021.03.24_s2:0031-0277:1	4312.889	223.328	111.193	207	168	1851	0.656	206	1	1.962	0.510	0.879	292.605	314.075	16.820
32	MD06_SEM-ECS_2021.03.24_s2:0032-0279:1	4252.049	409.483	485.036	229	169	3737	0.842	234	1	1.318	0.759	0.930	449.085	494.949	22.342
33	MD06_SEM-ECS_2021.03.24_s2:0033-0287:1	9322.059	191.401	74.017	176	155	1178	0.724	178	1	1.481	0.675	0.909	447.713	407.709	29.515
34	MD06_SEM-ECS_2021.03.24_s2:0034-0290:1	4076.288	190.705	46.058	183	157	899	0.764	184	1	1.776	0.563	0.938	419.667	404.857	31.264
35	MD06_SEM-ECS_2021.03.24_s2:0035-0286:1	5468.851	208.394	82.216	192	160	1543	0.795	196	1	1.608	0.622	0.933	290.316	301.429	14.785
36	MD06_SEM-ECS_2021.03.24_s2:0036-0304:1	18292.597	202.546	129.619	172	148	1769	0.609	174	1	1.819	0.550	0.844	393.188	340.970	26.890
37	MD06_SEM-ECS_2021.03.24_s2:0037-0297:1	4887.490	291.007	312.509	200	185	3966	0.721	215	1	1.515	0.660	0.875	457.891	473.048	21.604
38	MD06_SEM-ECS_2021.03.24_s2:0038-0300:1	4089.808	206.498	78.119	192	157	1127	0.832	194	1	1.481	0.675	0.949	241.054	192.889	23.190
39	MD06_SEM-ECS_2021.03.24_s2:0039-0301:1	6151.612	207.116	134.557	184	160	2086	0.782	190	1	1.446	0.692	0.932	329.749	377.427	45.980
40	MD06_SEM-ECS_2021.03.24_s2:0040-0304:1	4873.970	206.071	152.458	183	160	2355	0.723	183	1	1.506	0.664	0.865	433.393	440.681	29.976
41	MD06_SEM-ECS_2021.03.24_s2:0041-0302:1	3190.726	269.028	231.418	204	161	2197	0.821	207	1	1.281	0.781	0.929	434.133	459.964	21.242
42	MD06_SEM-ECS_2021.03.24_s2:0042-0310:1	8125.536	262.635	291.866	192	143	3564	0.722	197	1	1.576	0.634	0.879	324.746	336.545	31.555
43	MD06_SEM-ECS_2021.03.24_s2:0043-0300:1	2879.766	218.542	128.059	193	148	1727	0.692	194	1	1.890	0.529	0.906	279.369	246.755	18.624
44	MD06_SEM-ECS_2021.03.24_s2:0044-0330:1	22639.285	220.383	114.056	181	146	1652	0.565	196	1	1.641	0.610	0.824	306.019	266.339	57.555
45	MD06_SEM-ECS_2021.03.24_s2:0045-0311:1	5353.931	183.355	39.451	180	162	872	0.854	178	1	1.263	0.792	0.949	394.913	404.530	53.726
46	MD06_SEM-ECS_2021.03.24_s2:0046-0327:1	10194.100	184.361	169.288	134	127	2041	0.108	142	1	3.161	0.316	0.323	236.396	231.795	7.392
47	MD06_SEM-ECS_2021.03.24_s2:0047-0327:1	3819.408	149.292	71.456	134	129	816	0.267	135	1	2.277	0.439	0.491	173.566	108.491	6.193
48	MD06_SEM-ECS_2021.03.24_s2:0048-0305:1	689.521	175.569	24.946	157	148	271	0.881	169	1	1.292	0.774	0.940	251.955	148.102	50.176
49	MD06_SEM-ECS_2021.03.24_s2:0049-0323:1	7057.454	213.426	135.760	184	166	2049	0.754	189	1	1.512	0.661	0.916	345.034	335.341	42.706
50	MD06_SEM-ECS_2021.03.24_s2:0050-0330:1	6151.612	183.085	76.378	172	150	1534	0.716	174	1	1.997	0.501	0.910	401.651	398.977	48.192
51	MD06_SEM-ECS_2021.03.24_s2:0051-0325:1	3163.686	286.066	189.681	236	194	1935	0.818	240	1	1.113	0.898	0.927	543.331	537.931	48.701
52	MD06_SEM-ECS_2021.03.24_s2:0052-0340:1	9774.980	224.156	170.297	178	142	1664	0.740	183	1	1.344	0.744	0.881	300.400	315.113	60.318
53	MD06_SEM-ECS_2021.03.24_s2:0053-0343:1	9038.138	242.844	192.499	199	178	2201	0.750	201	1	1.649	0.606	0.932	442.227	481.369	49.321
54	MD06_SEM-ECS_2021.03.24_s2:0054-0344:1	6509.893	334.942	393.935	188	170	3627	0.589	194	1	2.542	0.393	0.870	441.000	462.091	67.634
55	MD06_SEM-ECS_2021.03.24_s2:0055-0336:1	6989.854	199.130	123.885	181	154	2507	0.772	183	1	1.212	0.825	0.922	346.997	335.923	22.280
56	MD06_SEM-ECS_2021.03.24_s2:0056-0337:1	9572.179	191.594	73.061	180	144	1421	0.643	183	1	2.201	0.454	0.925	469.202	536.756	29.957
57	MD06_SEM-ECS_2021.03.24_s2:0057-0343:1	4191.208	375.010	425.339	207	188	3319	0.543	219	1	2.792	0.358	0.774	626.956	642.969	50.813
58	MD06_SEM-ECS_2021.03.24_s2:0058-0328:1	743.601	251.027	266.490	200	154	2388	0.800	199	1	1.522	0.657	0.917	539.653	583.125	36.864
