 	Label	Area	Mean	StdDev	Mode	Min	Max	Circ.	Median	Ch	AR	Round	Solidity	Mean_boundary	StdDev_boundary	Mean_distance
1	MD08_SEM-ECS_2021.03.24_s1:0001-0609:1	865.282	215.625	133.044	201	170	1568	0.259	195	1	3.883	0.258	0.579	416.097	543.008	2.523
2	MD08_SEM-ECS_2021.03.24_s1:0002-0630:1	4001.928	434.681	531.800	185	170	3509	0.385	205	1	2.589	0.386	0.690	733.099	832.589	6.938
3	MD08_SEM-ECS_2021.03.24_s1:0003-0633:1	10146.780	220.811	208.605	190	141	2990	0.417	190	1	4.311	0.232	0.872	706.339	828.356	11.843
4	MD08_SEM-ECS_2021.03.24_s1:0004-0649:1	15108.630	222.589	187.417	176	144	2895	0.604	189	1	2.459	0.407	0.866	788.232	908.776	26.905
5	MD08_SEM-ECS_2021.03.24_s1:0005-0668:1	6482.853	214.854	200.830	176	159	3131	0.693	182	1	1.844	0.542	0.890	517.499	643.503	12.223
6	MD08_SEM-ECS_2021.03.24_s1:0006-0674:1	5455.331	270.638	287.643	186	174	2791	0.674	194	1	1.612	0.621	0.883	671.259	796.499	38.020
7	MD08_SEM-ECS_2021.03.24_s1:0007-0675:1	6861.414	232.438	213.139	168	154	2119	0.530	181	1	3.446	0.290	0.869	946.511	1032.778	44.314
8	MD08_SEM-ECS_2021.03.24_s1:0008-0659:1	676.001	283.720	368.426	193	175	2641	0.404	198	1	4.447	0.225	0.727	576.731	731.929	2.570
9	MD08_SEM-ECS_2021.03.24_s1:0009-0723:1	3927.568	300.847	394.551	190	170	3248	0.176	195	1	8.774	0.114	0.616	579.936	862.025	4.972
10	MD08_SEM-ECS_2021.03.24_s1:0010-0716:1	16541.753	238.647	359.189	176	145	5662	0.715	177	1	1.604	0.623	0.899	564.995	810.536	19.529
11	MD08_SEM-ECS_2021.03.24_s1:0011-0710:1	9342.339	207.843	194.603	170	152	2899	0.632	176	1	2.079	0.481	0.860	662.936	862.257	58.213
12	MD08_SEM-ECS_2021.03.24_s1:0012-0709:1	5712.211	224.202	203.680	185	170	3000	0.607	188	1	2.274	0.440	0.843	673.687	951.030	18.120
13	MD08_SEM-ECS_2021.03.24_s1:0013-0708:1	2710.765	292.249	344.255	186	164	3210	0.740	191	1	2.202	0.454	0.956	428.734	478.126	37.838
14	MD08_SEM-ECS_2021.03.24_s1:0014-0701:1	716.561	340.085	283.903	201	183	1660	0.862	208	1	1.302	0.768	0.964	583.223	619.241	53.245
15	MD08_SEM-ECS_2021.03.24_s1:0015-0712:1	1041.042	242.870	255.070	166	147	1964	0.347	172	1	2.315	0.432	0.596	289.313	350.749	2.903
16	MD08_SEM-ECS_2021.03.24_s1:0016-0707:1	1027.522	192.842	18.798	195	167	310	0.804	190	1	1.649	0.607	0.947	421.067	535.050	66.875
