 	Label	Area	Mean	StdDev	Mode	Min	Max	Circ.	Median	Ch	AR	Round	Solidity	Mean_boundary	StdDev_boundary	Mean_distance
1	MD11_GAL_Sam12-ECS_2021.03.24_s0:0001-0837:1	6888.454	260.837	179.010	227	214	3113	0.752	232	1	1.963	0.509	0.939	884.231	847.791	17.649
2	MD11_GAL_Sam12-ECS_2021.03.24_s0:0002-0836:1	5144.370	242.925	99.972	234	207	2221	0.687	230	1	1.737	0.576	0.931	642.073	667.460	18.945
3	MD11_GAL_Sam12-ECS_2021.03.24_s0:0003-0829:1	2893.286	227.238	141.839	195	178	1893	0.747	206	1	1.681	0.595	0.905	368.244	348.073	19.362
4	MD11_GAL_Sam12-ECS_2021.03.24_s0:0004-0835:1	5245.770	215.044	56.534	186	174	997	0.884	203	1	1.082	0.924	0.936	526.918	476.076	19.598
5	MD11_GAL_Sam12-ECS_2021.03.24_s0:0005-0839:1	4394.009	326.355	303.127	256	233	3355	0.594	267	1	2.229	0.449	0.852	655.193	766.817	9.708
6	MD11_GAL_Sam12-ECS_2021.03.24_s0:0006-0837:1	5164.650	236.305	114.710	216	199	1888	0.860	220	1	1.194	0.838	0.932	791.940	838.335	18.787
7	MD11_GAL_Sam12-ECS_2021.03.24_s0:0007-0842:1	4718.489	249.294	109.301	218	139	1847	0.699	239	1	1.800	0.556	0.911	467.985	458.252	26.228
8	MD11_GAL_Sam12-ECS_2021.03.24_s0:0008-0840:1	3427.327	236.081	97.074	220	201	1712	0.848	221	1	1.389	0.720	0.934	399.749	407.816	19.793
9	MD11_GAL_Sam12-ECS_2021.03.24_s0:0009-0838:1	3603.087	223.782	89.836	201	180	1311	0.809	206	1	1.122	0.891	0.918	431.996	430.174	19.887
10	MD11_GAL_Sam12-ECS_2021.03.24_s0:0010-0876:1	9707.379	249.250	214.487	200	154	2879	0.317	208	1	2.094	0.477	0.699	608.250	749.853	12.005
11	MD11_GAL_Sam12-ECS_2021.03.24_s0:0011-0883:1	14621.909	285.570	247.961	223	172	2904	0.406	226	1	2.862	0.349	0.739	499.720	518.434	12.819
