 	Label	Area	Mean	StdDev	Mode	Min	Max	Circ.	Median	Ch	AR	Round	Solidity	Mean_boundary	StdDev_boundary	Mean_distance
1	MD07_SEM-ECS_2021.03.24_s1:0001-0533:1	3434.087	223.593	58.044	216	180	1070	0.621	215	1	2.796	0.358	0.936	618.261	991.307	18.360
2	MD07_SEM-ECS_2021.03.24_s1:0002-0562:1	21672.603	295.660	457.761	206	187	6531	0.457	221	1	2.222	0.450	0.771	671.659	1096.945	44.742
3	MD07_SEM-ECS_2021.03.24_s1:0003-0547:1	7625.295	296.768	408.327	195	183	4622	0.694	208	1	2.067	0.484	0.930	608.303	668.662	14.136
4	MD07_SEM-ECS_2021.03.24_s1:0004-0549:1	9747.939	279.062	324.836	229	175	5308	0.725	230	1	1.970	0.508	0.935	520.125	773.292	21.260
5	MD07_SEM-ECS_2021.03.24_s1:0005-0560:1	4806.370	231.700	276.909	192	180	3739	0.688	194	1	2.108	0.474	0.903	666.117	790.485	36.174
6	MD07_SEM-ECS_2021.03.24_s1:0006-0563:1	3278.607	244.400	73.218	231	215	1281	0.741	233	1	2.030	0.493	0.952	732.484	985.574	43.173
7	MD07_SEM-ECS_2021.03.24_s1:0007-0572:1	3407.047	243.331	38.244	238	220	877	0.780	236	1	1.993	0.502	0.926	888.173	1136.186	48.407
8	MD07_SEM-ECS_2021.03.24_s1:0008-0585:1	6246.252	341.019	488.750	236	191	5930	0.714	243	1	1.914	0.522	0.902	1063.717	1657.755	22.524
9	MD07_SEM-ECS_2021.03.24_s1:0009-0586:1	5921.772	237.557	89.718	222	207	1922	0.701	224	1	2.052	0.487	0.902	802.696	1300.123	59.409
10	MD07_SEM-ECS_2021.03.24_s1:0010-0595:1	17224.514	240.702	194.158	210	171	3659	0.515	213	1	3.396	0.294	0.865	869.599	1171.165	23.150
11	MD07_SEM-ECS_2021.03.24_s1:0011-0589:1	9254.459	267.576	275.344	224	171	4400	0.546	228	1	1.450	0.690	0.818	603.969	970.622	7.549
