 	Label	Area	Mean	StdDev	Mode	Min	Max	Circ.	Median	Ch	AR	Round	Solidity	Mean_boundary	StdDev_boundary	Mean_distance
1	MD06_GAL-ECS_2021.03.24_s0:0001-1012:1	1446.643	387.435	706.892	234	158	7218	0.191	237	1	3.423	0.292	0.346	596.223	993.269	2.682
2	MD06_GAL-ECS_2021.03.24_s0:0002-1013:1	4258.809	279.349	204.221	238	213	2866	0.794	241	1	1.922	0.520	0.960	1075.493	1429.058	11.933
3	MD06_GAL-ECS_2021.03.24_s0:0003-1029:1	1210.042	276.570	120.513	248	232	1310	0.716	253	1	2.033	0.492	0.899	1411.044	1725.509	16.117
4	MD06_GAL-ECS_2021.03.24_s0:0004-1034:1	2095.604	307.181	357.311	240	228	4905	0.720	246	1	2.087	0.479	0.932	1470.475	1874.084	21.268
5	MD06_GAL-ECS_2021.03.24_s0:0005-1040:1	3278.607	538.085	1033.925	258	240	8112	0.855	271	1	1.354	0.739	0.952	1437.382	1779.656	17.225
6	MD06_GAL-ECS_2021.03.24_s0:0006-1039:1	1385.803	371.346	343.149	266	248	2901	0.735	273	1	1.230	0.813	0.874	842.848	1037.465	7.717
7	MD06_GAL-ECS_2021.03.24_s0:0007-1041:1	919.362	254.257	105.923	230	215	1000	0.706	234	1	1.813	0.552	0.869	786.481	1215.550	4.588
8	MD06_GAL-ECS_2021.03.24_s0:0008-1045:1	1027.522	304.375	170.476	253	243	1544	0.959	263	1	1.180	0.848	0.941	522.717	513.924	13.171
9	MD06_GAL-ECS_2021.03.24_s0:0009-1049:1	1243.842	766.826	1083.392	291	278	6699	0.314	338	1	2.822	0.354	0.569	1391.672	1851.218	3.413
10	MD06_GAL-ECS_2021.03.24_s0:0010-1048:1	1595.363	263.038	100.991	243	223	1479	0.663	245	1	2.178	0.459	0.896	1015.289	1436.197	27.754
11	MD06_GAL-ECS_2021.03.24_s0:0011-1054:1	1183.002	359.354	500.544	226	215	3576	0.536	230	1	3.829	0.261	0.862	572.573	791.968	3.600
12	MD06_GAL-ECS_2021.03.24_s0:0012-1061:1	2251.085	282.498	171.917	241	223	1960	0.614	244	1	2.732	0.366	0.835	1121.247	1558.272	25.862
