 	Label	Area	Mean	StdDev	Mode	Min	Max	Circ.	Median	Ch	AR	Round	Solidity	Mean_boundary	StdDev_boundary	Mean_distance
1	MD13_SEM_Sam54-ECS_2021.03.24_s0:0001-0686:1	8091.736	176.556	33.262	168	153	897	0.761	170	1	1.262	0.793	0.922	262.089	220.037	27.722
2	MD13_SEM_Sam54-ECS_2021.03.24_s0:0002-0709:1	12282.945	222.384	101.531	194	177	1477	0.619	200	1	2.155	0.464	0.907	388.095	283.061	43.302
3	MD13_SEM_Sam54-ECS_2021.03.24_s0:0003-0709:1	5867.692	217.061	64.806	200	168	1044	0.588	203	1	2.430	0.412	0.869	329.102	271.466	15.180
4	MD13_SEM_Sam54-ECS_2021.03.24_s0:0004-0717:1	13378.067	208.954	78.745	180	168	1169	0.632	195	1	1.920	0.521	0.872	358.786	261.644	67.923
5	MD13_SEM_Sam54-ECS_2021.03.24_s0:0005-0710:1	7672.615	184.380	20.054	180	165	648	0.707	182	1	1.480	0.676	0.866	311.998	270.968	44.017
6	MD13_SEM_Sam54-ECS_2021.03.24_s0:0006-0726:1	8720.417	189.200	41.721	183	173	884	0.753	185	1	1.623	0.616	0.939	354.928	287.239	48.960
7	MD13_SEM_Sam54-ECS_2021.03.24_s0:0007-0710:1	4590.049	212.041	37.241	199	187	752	0.856	205	1	1.520	0.658	0.960	300.098	220.630	13.535
8	MD13_SEM_Sam54-ECS_2021.03.24_s0:0008-0717:1	5516.171	224.335	85.214	206	190	1553	0.823	210	1	1.160	0.862	0.946	367.149	299.087	29.942
9	MD13_SEM_Sam54-ECS_2021.03.24_s0:0009-0723:1	4204.728	205.743	35.940	196	186	600	0.608	200	1	2.626	0.381	0.860	321.722	211.454	67.423
10	MD13_SEM_Sam54-ECS_2021.03.24_s0:0010-0735:1	3616.607	202.004	49.824	192	172	1128	0.797	196	1	1.647	0.607	0.944	304.089	206.282	63.796
11	MD13_SEM_Sam54-ECS_2021.03.24_s0:0011-0743:1	4394.009	200.422	49.988	193	135	835	0.842	194	1	1.118	0.895	0.929	289.075	202.671	80.272
12	MD13_SEM_Sam54-ECS_2021.03.24_s0:0012-0749:1	4934.810	194.381	26.321	190	173	563	0.721	190	1	2.216	0.451	0.936	322.130	233.812	98.593
13	MD13_SEM_Sam54-ECS_2021.03.24_s0:0013-0753:1	6638.333	208.065	48.480	196	182	803	0.736	199	1	1.397	0.716	0.907	338.992	268.162	40.508
14	MD13_SEM_Sam54-ECS_2021.03.24_s0:0014-0755:1	6002.892	184.104	40.230	172	164	907	0.754	178	1	1.616	0.619	0.904	278.270	159.745	100.425
15	MD13_SEM_Sam54-ECS_2021.03.24_s0:0015-0757:1	6611.293	176.199	13.590	168	159	311	0.780	175	1	1.481	0.675	0.937	279.441	173.424	70.875
16	MD13_SEM_Sam54-ECS_2021.03.24_s0:0016-0765:1	6753.254	197.726	30.141	191	176	588	0.773	193	1	1.533	0.652	0.935	284.155	195.455	23.926
17	MD13_SEM_Sam54-ECS_2021.03.24_s0:0017-0767:1	7050.694	180.604	47.604	171	162	915	0.794	173	1	1.058	0.945	0.946	307.319	234.284	109.168
18	MD13_SEM_Sam54-ECS_2021.03.24_s0:0018-0765:1	4664.409	197.274	20.324	192	180	482	0.775	195	1	1.320	0.758	0.941	319.309	228.410	68.959
19	MD13_SEM_Sam54-ECS_2021.03.24_s0:0019-0774:1	7294.055	201.823	87.099	183	166	1440	0.738	187	1	1.919	0.521	0.938	282.115	226.920	98.589
20	MD13_SEM_Sam54-ECS_2021.03.24_s0:0020-0772:1	6124.572	203.744	48.134	193	161	735	0.708	195	1	1.884	0.531	0.911	264.916	171.654	105.959
21	MD13_SEM_Sam54-ECS_2021.03.24_s0:0021-0800:1	12134.224	175.107	41.611	166	152	1039	0.642	170	1	2.058	0.486	0.885	261.565	162.256	119.045
22	MD13_SEM_Sam54-ECS_2021.03.24_s0:0022-0782:1	4001.928	212.755	29.629	208	179	607	0.882	207	1	1.213	0.824	0.956	310.539	219.869	19.245
23	MD13_SEM_Sam54-ECS_2021.03.24_s0:0023-0788:1	6239.492	188.676	45.794	177	155	775	0.819	181	1	1.047	0.955	0.930	244.330	130.090	135.953
24	MD13_SEM_Sam54-ECS_2021.03.24_s0:0024-0790:1	5320.131	191.573	28.913	184	163	725	0.864	187	1	1.286	0.778	0.953	301.339	178.597	87.953
25	MD13_SEM_Sam54-ECS_2021.03.24_s0:0025-0793:1	6509.893	175.794	28.705	173	159	732	0.725	173	1	1.423	0.703	0.903	274.454	200.249	89.549
26	MD13_SEM_Sam54-ECS_2021.03.24_s0:0026-0797:1	8057.936	186.070	62.614	174	163	877	0.786	175	1	1.419	0.705	0.954	287.029	189.176	61.545
27	MD13_SEM_Sam54-ECS_2021.03.24_s0:0027-0806:1	5955.572	186.148	24.036	184	130	556	0.695	184	1	1.486	0.673	0.889	256.144	145.067	145.053
28	MD13_SEM_Sam54-ECS_2021.03.24_s0:0028-0806:1	5935.292	196.623	27.323	189	175	469	0.814	191	1	1.361	0.735	0.943	295.666	172.530	43.099
29	MD13_SEM_Sam54-ECS_2021.03.24_s0:0029-0809:1	4103.328	202.736	31.251	191	137	499	0.735	196	1	1.584	0.631	0.922	340.577	236.846	19.557
30	MD13_SEM_Sam54-ECS_2021.03.24_s0:0030-0815:1	8598.737	176.382	49.512	171	153	1289	0.770	171	1	1.374	0.728	0.942	243.285	156.031	139.544
31	MD13_SEM_Sam54-ECS_2021.03.24_s0:0031-0818:1	5103.810	197.013	46.221	186	159	982	0.819	190	1	1.228	0.814	0.932	277.883	175.549	88.921
32	MD13_SEM_Sam54-ECS_2021.03.24_s0:0032-0821:1	5590.531	192.161	54.095	181	167	1258	0.812	185	1	1.327	0.753	0.966	304.920	214.389	117.278
33	MD13_SEM_Sam54-ECS_2021.03.24_s0:0033-0821:1	5333.651	181.433	9.329	181	166	301	0.834	181	1	1.281	0.781	0.952	247.665	134.727	158.763
34	MD13_SEM_Sam54-ECS_2021.03.24_s0:0034-0846:1	15575.071	182.771	69.783	173	129	1359	0.584	173	1	2.458	0.407	0.840	323.116	284.316	60.286
35	MD13_SEM_Sam54-ECS_2021.03.24_s0:0035-0827:1	5124.090	178.051	10.522	180	161	295	0.768	178	1	1.569	0.637	0.925	233.303	124.364	115.170
