 	Label	Area	Mean	StdDev	Mode	Min	Max	Circ.	Median	Ch	AR	Round	Solidity	Mean_boundary	StdDev_boundary	Mean_distance
1	MD22_GAL_Sam81-ECS_2021.03.24_s0:0001-0985:1	18400.757	195.389	218.499	160	139	4048	0.535	161	1	3.106	0.322	0.889	597.412	693.105	20.569
2	MD22_GAL_Sam81-ECS_2021.03.24_s0:0002-0996:1	11627.223	163.616	60.051	158	141	2120	0.578	158	1	2.832	0.353	0.911	351.724	439.826	18.985
3	MD22_GAL_Sam81-ECS_2021.03.24_s0:0003-1029:1	7868.656	167.811	70.408	155	143	1209	0.657	157	1	2.168	0.461	0.909	445.685	530.853	28.393
4	MD22_GAL_Sam81-ECS_2021.03.24_s0:0004-1038:1	4934.810	191.189	190.146	160	134	2419	0.882	162	1	1.177	0.850	0.947	455.352	610.123	19.205
5	MD22_GAL_Sam81-ECS_2021.03.24_s0:0005-1066:1	10951.222	224.844	249.254	182	138	3579	0.554	179	1	2.748	0.364	0.885	596.551	740.073	34.214
6	MD22_GAL_Sam81-ECS_2021.03.24_s0:0006-1063:1	5117.330	182.929	172.709	160	153	3583	0.689	163	1	2.059	0.486	0.923	412.115	611.697	21.168
7	MD22_GAL_Sam81-ECS_2021.03.24_s0:0007-1102:1	10085.940	208.481	189.416	178	164	2905	0.513	179	1	3.487	0.287	0.905	812.072	933.260	48.572
8	MD22_GAL_Sam81-ECS_2021.03.24_s0:0008-1112:1	7611.775	184.202	101.199	169	156	1847	0.500	170	1	2.987	0.335	0.867	570.971	719.056	34.118
9	MD22_GAL_Sam81-ECS_2021.03.24_s0:0009-1133:1	4542.729	223.705	203.037	179	165	2647	0.472	180	1	3.787	0.264	0.856	428.588	574.287	22.062
10	MD22_GAL_Sam81-ECS_2021.03.24_s0:0010-1146:1	8456.777	202.848	67.395	191	148	1498	0.565	193	1	2.765	0.362	0.884	634.702	829.891	47.957
11	MD22_GAL_Sam81-ECS_2021.03.24_s0:0011-1145:1	6232.732	204.986	208.979	166	156	3402	0.706	168	1	1.533	0.652	0.898	501.363	647.022	31.861
12	MD22_GAL_Sam81-ECS_2021.03.24_s0:0012-1157:1	6171.892	211.637	321.728	171	162	5996	0.771	175	1	1.852	0.540	0.939	421.267	593.389	67.853
13	MD22_GAL_Sam81-ECS_2021.03.24_s0:0013-1181:1	11458.223	221.339	245.574	187	140	5309	0.587	189	1	2.958	0.338	0.911	599.292	764.040	23.296
14	MD22_GAL_Sam81-ECS_2021.03.24_s0:0014-1189:1	10207.620	221.911	277.688	184	170	5476	0.695	186	1	1.899	0.526	0.934	773.133	993.003	63.125
