 	Label	Area	Mean	StdDev	Mode	Min	Max	Circ.	Median	Ch	AR	Round	Solidity	Mean_boundary	StdDev_boundary	Mean_distance
1	MD28_SEM_Sam97-ECS_2021.03.24_s1:0001-0643:1	41344.243	175.191	154.791	155	128	2917	0.337	155	1	4.969	0.201	0.806	355.728	487.117	27.093
2	MD28_SEM_Sam97-ECS_2021.03.24_s1:0002-0624:1	18461.597	176.442	53.383	168	137	1089	0.316	169	1	4.258	0.235	0.654	514.998	651.552	17.245
3	MD28_SEM_Sam97-ECS_2021.03.24_s1:0003-0630:1	18637.357	195.473	170.642	160	149	2454	0.333	163	1	4.273	0.234	0.780	501.202	636.533	40.332
4	MD28_SEM_Sam97-ECS_2021.03.24_s1:0004-0712:1	15608.871	222.660	241.637	166	154	2541	0.717	167	1	1.210	0.827	0.943	480.040	579.067	30.534
5	MD28_SEM_Sam97-ECS_2021.03.24_s1:0005-0707:1	1142.442	233.793	285.922	131	130	1941	0.907	136	1	1.418	0.705	0.958	370.787	392.772	21.302
6	MD28_SEM_Sam97-ECS_2021.03.24_s1:0006-0754:1	17535.475	193.732	188.417	152	137	2977	0.523	157	1	3.391	0.295	0.913	438.846	428.249	22.289
7	MD28_SEM_Sam97-ECS_2021.03.24_s1:0007-0768:1	26059.852	204.052	253.195	158	133	4563	0.550	162	1	3.076	0.325	0.936	351.029	452.654	17.209
8	MD28_SEM_Sam97-ECS_2021.03.24_s1:0008-0784:1	19313.359	171.534	88.464	150	138	1600	0.310	152	1	6.438	0.155	0.896	313.586	319.388	26.507
9	MD28_SEM_Sam97-ECS_2021.03.24_s1:0009-0747:1	9078.698	253.302	302.310	171	161	3568	0.727	177	1	1.361	0.735	0.924	595.133	685.866	26.529
10	MD28_SEM_Sam97-ECS_2021.03.24_s1:0010-0781:1	20009.640	212.723	196.890	176	138	3246	0.503	177	1	3.019	0.331	0.868	822.979	847.569	54.318
11	MD28_SEM_Sam97-ECS_2021.03.24_s1:0011-0747:1	1845.484	211.912	206.570	170	132	1824	0.517	172	1	1.517	0.659	0.751	216.155	199.002	5.663
12	MD28_SEM_Sam97-ECS_2021.03.24_s1:0012-0783:1	8740.697	207.848	184.318	166	137	2257	0.736	170	1	2.062	0.485	0.943	323.090	350.568	18.944
13	MD28_SEM_Sam97-ECS_2021.03.24_s1:0013-0795:1	8422.977	221.860	225.467	160	150	2722	0.797	163	1	1.427	0.701	0.945	627.611	713.897	26.569
14	MD28_SEM_Sam97-ECS_2021.03.24_s1:0014-0805:1	5509.411	191.373	109.588	169	150	1705	0.512	173	1	3.010	0.332	0.838	517.361	584.034	37.358
15	MD28_SEM_Sam97-ECS_2021.03.24_s1:0015-0894:1	38099.436	174.139	126.363	147	133	2575	0.402	150	1	4.628	0.216	0.887	396.138	456.962	23.839
16	MD28_SEM_Sam97-ECS_2021.03.24_s1:0016-0815:1	2156.444	235.818	233.240	131	128	1340	0.839	134	1	1.506	0.664	0.944	248.000	237.251	10.229
17	MD28_SEM_Sam97-ECS_2021.03.24_s1:0017-0836:1	15602.111	171.996	121.378	158	145	2800	0.577	157	1	1.512	0.661	0.801	413.519	563.532	23.120
