 	Label	Area	Mean	StdDev	Mode	Min	Max	Circ.	Median	Ch	AR	Round	Solidity	Mean_boundary	StdDev_boundary	Mean_distance
1	MD31_SEM_Sam20-ECS_2021.03.24_s0:0001-0447:1	8240.456	211.882	200.156	163	136	2157	0.659	163	1	2.297	0.435	0.904	267.570	288.751	14.210
2	MD31_SEM_Sam20-ECS_2021.03.24_s0:0002-0447:1	5509.411	180.816	110.721	163	147	1628	0.692	163	1	1.743	0.574	0.893	314.164	334.859	22.820
3	MD31_SEM_Sam20-ECS_2021.03.24_s0:0003-0455:1	4421.049	187.492	120.628	160	129	1670	0.629	162	1	2.206	0.453	0.919	399.977	401.058	21.855
4	MD31_SEM_Sam20-ECS_2021.03.24_s0:0004-0482:1	9551.899	385.747	388.536	185	131	3122	0.250	242	1	4.879	0.205	0.650	392.397	431.433	7.854
5	MD31_SEM_Sam20-ECS_2021.03.24_s0:0005-0473:1	5164.650	209.157	193.433	166	157	2685	0.782	167	1	1.402	0.713	0.932	255.956	235.013	46.107
6	MD31_SEM_Sam20-ECS_2021.03.24_s0:0006-0483:1	6503.133	245.519	186.903	171	143	1828	0.594	178	1	1.983	0.504	0.843	334.266	336.644	25.519
7	MD31_SEM_Sam20-ECS_2021.03.24_s0:0007-0476:1	4191.208	209.373	185.257	160	149	1915	0.764	162	1	1.610	0.621	0.948	386.408	439.565	24.297
8	MD31_SEM_Sam20-ECS_2021.03.24_s0:0008-0484:1	7111.534	175.521	81.432	160	152	1478	0.816	163	1	1.328	0.753	0.957	339.274	320.235	50.345
9	MD31_SEM_Sam20-ECS_2021.03.24_s0:0009-0492:1	8916.458	257.197	302.701	163	141	3151	0.794	164	1	1.319	0.758	0.956	348.952	392.833	47.137
10	MD31_SEM_Sam20-ECS_2021.03.24_s0:0010-0492:1	4583.289	181.559	102.039	152	142	1615	0.542	159	1	2.163	0.462	0.780	393.660	383.856	37.649
11	MD31_SEM_Sam20-ECS_2021.03.24_s0:0011-0494:1	5184.930	180.639	47.977	168	155	816	0.690	168	1	2.015	0.496	0.884	406.490	365.444	28.785
12	MD31_SEM_Sam20-ECS_2021.03.24_s0:0012-0500:1	6753.254	174.562	113.290	155	142	1735	0.754	156	1	1.607	0.622	0.932	264.494	213.393	71.581
13	MD31_SEM_Sam20-ECS_2021.03.24_s0:0013-0510:1	10491.541	198.968	131.813	177	143	1884	0.673	175	1	1.734	0.577	0.859	345.886	310.240	28.817
14	MD31_SEM_Sam20-ECS_2021.03.24_s0:0014-0519:1	7381.935	193.983	197.843	162	136	4151	0.638	166	1	1.450	0.690	0.846	385.007	475.547	76.320
15	MD31_SEM_Sam20-ECS_2021.03.24_s0:0015-0520:1	7104.774	197.480	89.004	184	158	1264	0.750	184	1	2.192	0.456	0.975	464.562	553.836	45.753
16	MD31_SEM_Sam20-ECS_2021.03.24_s0:0016-0529:1	6976.334	189.276	122.335	168	151	1847	0.769	169	1	1.086	0.921	0.940	467.418	514.364	71.816
17	MD31_SEM_Sam20-ECS_2021.03.24_s0:0017-0531:1	6949.294	197.396	83.710	178	155	1535	0.742	181	1	1.466	0.682	0.935	488.546	532.145	60.762
18	MD31_SEM_Sam20-ECS_2021.03.24_s0:0018-0537:1	7699.655	209.770	210.114	171	161	2785	0.805	171	1	1.367	0.731	0.960	479.700	530.672	16.826
19	MD31_SEM_Sam20-ECS_2021.03.24_s0:0019-0550:1	12080.144	192.280	156.280	158	148	2157	0.663	160	1	2.274	0.440	0.912	522.622	615.641	88.975
20	MD31_SEM_Sam20-ECS_2021.03.24_s0:0020-0533:1	8098.496	226.809	250.458	166	157	3205	0.817	170	1	1.407	0.711	0.947	568.332	595.516	99.983
21	MD31_SEM_Sam20-ECS_2021.03.24_s0:0021-0541:1	5874.452	201.082	117.211	173	166	1657	0.755	176	1	1.721	0.581	0.952	574.697	586.733	42.869
22	MD31_SEM_Sam20-ECS_2021.03.24_s0:0022-0547:1	5597.291	222.302	152.963	181	171	1576	0.736	185	1	1.808	0.553	0.922	430.336	410.659	34.377
23	MD31_SEM_Sam20-ECS_2021.03.24_s0:0023-0600:1	26424.893	237.984	254.375	180	139	4878	0.354	182	1	1.923	0.520	0.728	398.681	517.482	19.449
24	MD31_SEM_Sam20-ECS_2021.03.24_s0:0024-0555:1	8206.656	227.098	181.617	186	168	2160	0.788	187	1	1.241	0.806	0.948	728.962	733.727	68.437
25	MD31_SEM_Sam20-ECS_2021.03.24_s0:0025-0565:1	9403.179	224.375	196.554	183	161	3063	0.605	184	1	2.323	0.430	0.913	532.050	563.872	47.718
26	MD31_SEM_Sam20-ECS_2021.03.24_s0:0026-0560:1	6138.092	203.081	134.468	177	168	1993	0.711	180	1	1.907	0.524	0.922	511.871	581.625	99.607
27	MD31_SEM_Sam20-ECS_2021.03.24_s0:0027-0578:1	7476.575	197.250	122.430	168	151	1622	0.385	170	1	4.625	0.216	0.735	418.415	511.202	111.912
28	MD31_SEM_Sam20-ECS_2021.03.24_s0:0028-0572:1	7733.455	178.749	114.928	155	142	2195	0.708	163	1	1.632	0.613	0.931	354.296	429.705	115.209
29	MD31_SEM_Sam20-ECS_2021.03.24_s0:0029-0585:1	12593.905	221.669	210.015	179	164	2524	0.636	178	1	2.049	0.488	0.894	540.107	571.579	72.176
30	MD31_SEM_Sam20-ECS_2021.03.24_s0:0030-0608:1	9538.379	241.698	205.497	189	176	2270	0.353	191	1	4.707	0.212	0.823	562.972	605.427	30.097
31	MD31_SEM_Sam20-ECS_2021.03.24_s0:0031-0605:1	9504.579	198.057	91.892	183	155	2191	0.620	186	1	2.254	0.444	0.920	494.308	586.937	55.431
32	MD31_SEM_Sam20-ECS_2021.03.24_s0:0032-0626:1	16994.674	199.167	142.640	168	134	2066	0.493	171	1	3.209	0.312	0.859	519.771	621.225	93.598
33	MD31_SEM_Sam20-ECS_2021.03.24_s0:0033-0617:1	8990.818	190.713	100.808	176	144	2283	0.553	178	1	3.395	0.295	0.898	380.585	507.059	54.045
34	MD31_SEM_Sam20-ECS_2021.03.24_s0:0034-0630:1	12073.384	197.476	121.772	176	151	2274	0.586	178	1	2.137	0.468	0.890	454.131	519.076	68.861
