 	Label	Area	Mean	StdDev	Mode	Min	Max	Circ.	Median	Ch	AR	Round	Solidity	Mean_boundary	StdDev_boundary	Mean_distance
1	MD19_SEM_Sam4-ECS_2021.03.24_s0:0001-0495:1	6658.613	275.764	315.293	154	140	3011	0.298	182	1	6.969	0.143	0.858	704.707	786.011	11.715
2	MD19_SEM_Sam4-ECS_2021.03.24_s0:0002-0517:1	8625.777	275.252	280.704	175	142	3605	0.333	179	1	5.095	0.196	0.761	742.749	787.285	24.323
3	MD19_SEM_Sam4-ECS_2021.03.24_s0:0003-0518:1	13351.027	215.712	205.527	169	128	3006	0.333	170	1	5.851	0.171	0.841	603.014	766.646	30.999
4	MD19_SEM_Sam4-ECS_2021.03.24_s0:0004-0537:1	6070.492	245.423	162.245	171	163	1864	0.606	196	1	2.529	0.395	0.892	788.617	793.578	47.737
5	MD19_SEM_Sam4-ECS_2021.03.24_s0:0005-0540:1	5347.171	245.882	271.397	180	161	3933	0.663	184	1	2.355	0.425	0.933	737.838	924.380	32.301
6	MD19_SEM_Sam4-ECS_2021.03.24_s0:0006-0543:1	5218.730	234.095	270.041	173	156	4559	0.609	177	1	2.440	0.410	0.872	622.501	811.695	51.078
7	MD19_SEM_Sam4-ECS_2021.03.24_s0:0007-0542:1	3521.967	254.750	206.004	184	166	2022	0.765	188	1	1.611	0.621	0.934	634.640	638.120	57.814
8	MD19_SEM_Sam4-ECS_2021.03.24_s0:0008-0544:1	5894.732	285.425	357.178	176	148	3479	0.716	183	1	2.042	0.490	0.922	528.429	643.292	37.038
9	MD19_SEM_Sam4-ECS_2021.03.24_s0:0009-0558:1	6685.653	222.744	206.571	188	170	4536	0.558	191	1	2.936	0.341	0.878	708.102	796.327	44.051
10	MD19_SEM_Sam4-ECS_2021.03.24_s0:0010-0561:1	6340.893	192.396	119.749	168	144	1710	0.583	169	1	2.750	0.364	0.913	383.076	478.695	31.496
11	MD19_SEM_Sam4-ECS_2021.03.24_s0:0011-0564:1	6063.732	277.239	249.186	190	173	3599	0.762	201	1	1.441	0.694	0.920	939.081	1042.916	74.465
12	MD19_SEM_Sam4-ECS_2021.03.24_s0:0012-0561:1	6834.374	222.579	113.502	188	170	2111	0.474	196	1	3.388	0.295	0.847	752.656	961.138	62.899
13	MD19_SEM_Sam4-ECS_2021.03.24_s0:0013-0567:1	4326.409	255.017	212.787	179	171	2876	0.726	194	1	1.894	0.528	0.936	853.956	754.557	83.755
14	MD19_SEM_Sam4-ECS_2021.03.24_s0:0014-0573:1	8057.936	275.852	340.880	177	155	5659	0.499	187	1	3.746	0.267	0.893	659.455	789.837	19.438
15	MD19_SEM_Sam4-ECS_2021.03.24_s0:0015-0580:1	5759.532	283.257	360.319	192	150	3944	0.536	197	1	2.662	0.376	0.894	509.816	674.801	56.380
16	MD19_SEM_Sam4-ECS_2021.03.24_s0:0016-0580:1	4806.370	237.446	153.081	196	180	1997	0.627	200	1	2.501	0.400	0.928	794.225	1121.556	43.665
17	MD19_SEM_Sam4-ECS_2021.03.24_s0:0017-0585:1	7212.934	257.878	199.540	203	175	3169	0.527	208	1	3.560	0.281	0.946	862.000	1027.393	85.083
18	MD19_SEM_Sam4-ECS_2021.03.24_s0:0018-0601:1	7185.894	231.855	165.453	191	175	3004	0.626	194	1	2.458	0.407	0.906	818.189	888.680	69.969
19	MD19_SEM_Sam4-ECS_2021.03.24_s0:0019-0595:1	6760.014	249.112	188.177	181	170	2601	0.760	193	1	1.695	0.590	0.919	673.508	731.061	105.811
20	MD19_SEM_Sam4-ECS_2021.03.24_s0:0020-0596:1	7091.254	238.986	277.657	166	153	4117	0.652	190	1	2.373	0.421	0.957	828.720	903.445	63.216
21	MD19_SEM_Sam4-ECS_2021.03.24_s0:0021-0596:1	6435.533	305.987	233.372	196	175	2331	0.579	209	1	2.969	0.337	0.930	878.753	831.084	38.882
22	MD19_SEM_Sam4-ECS_2021.03.24_s0:0022-0601:1	6280.053	379.395	401.317	188	175	3471	0.459	207	1	3.195	0.313	0.845	640.319	748.681	23.786
