 	Label	Area	Mean	StdDev	Mode	Min	Max	Circ.	Median	Ch	AR	Round	Solidity	Mean_boundary	StdDev_boundary	Mean_distance
1	MD14_SEM_Sam31-ECS_2021.03.24_s1:0001-1083:1	6915.494	139.757	13.892	137	131	347	0.247	137	1	4.376	0.229	0.506	190.408	143.484	5.751
2	MD14_SEM_Sam31-ECS_2021.03.24_s1:0002-1104:1	11870.584	217.649	103.588	187	148	1218	0.408	191	1	4.446	0.225	0.751	393.402	356.216	22.894
3	MD14_SEM_Sam31-ECS_2021.03.24_s1:0003-1119:1	14811.190	206.188	73.406	186	156	1124	0.550	191	1	3.079	0.325	0.925	470.750	376.128	38.334
4	MD14_SEM_Sam31-ECS_2021.03.24_s1:0004-1096:1	804.442	185.412	113.809	139	133	863	0.501	142	1	2.245	0.446	0.791	202.329	126.478	3.824
5	MD14_SEM_Sam31-ECS_2021.03.24_s1:0005-1132:1	18339.917	243.945	247.468	137	133	3481	0.134	194	1	3.007	0.333	0.365	323.284	460.959	13.211
6	MD14_SEM_Sam31-ECS_2021.03.24_s1:0006-1127:1	9714.139	261.469	202.457	215	185	2418	0.724	216	1	1.941	0.515	0.931	444.631	450.415	27.271
7	MD14_SEM_Sam31-ECS_2021.03.24_s1:0007-1144:1	27310.455	167.272	77.401	134	126	1249	0.141	161	1	2.185	0.458	0.366	221.635	210.625	16.839
8	MD14_SEM_Sam31-ECS_2021.03.24_s1:0008-1141:1	14473.189	255.778	200.553	198	137	2583	0.722	205	1	1.662	0.602	0.937	508.933	565.334	43.827
9	MD14_SEM_Sam31-ECS_2021.03.24_s1:0009-1142:1	10430.701	228.417	131.671	189	169	2133	0.640	197	1	2.206	0.453	0.929	436.734	358.219	31.598
10	MD14_SEM_Sam31-ECS_2021.03.24_s1:0010-1149:1	9788.500	197.964	117.880	168	151	1638	0.482	172	1	2.701	0.370	0.807	286.311	198.373	32.977
11	MD14_SEM_Sam31-ECS_2021.03.24_s1:0011-1145:1	10491.541	197.006	74.218	179	152	1094	0.649	182	1	2.298	0.435	0.928	385.696	293.157	27.019
12	MD14_SEM_Sam31-ECS_2021.03.24_s1:0012-1149:1	9822.300	251.509	155.104	202	173	1678	0.806	206	1	1.407	0.711	0.950	390.975	427.450	21.295
13	MD14_SEM_Sam31-ECS_2021.03.24_s1:0013-1147:1	8781.258	207.794	90.388	188	175	1355	0.711	190	1	1.765	0.567	0.901	385.000	329.426	24.757
14	MD14_SEM_Sam31-ECS_2021.03.24_s1:0014-1174:1	13776.908	177.966	55.763	166	158	1626	0.684	169	1	1.933	0.517	0.923	437.477	313.199	63.432
15	MD14_SEM_Sam31-ECS_2021.03.24_s1:0015-1179:1	10883.622	194.543	113.330	163	154	1427	0.521	165	1	2.929	0.341	0.902	272.799	254.013	45.875
16	MD14_SEM_Sam31-ECS_2021.03.24_s1:0016-1175:1	8896.178	248.745	134.357	218	141	2456	0.790	221	1	1.752	0.571	0.947	486.263	414.441	71.723
17	MD14_SEM_Sam31-ECS_2021.03.24_s1:0017-1194:1	20577.481	237.046	161.720	184	138	1817	0.639	195	1	2.168	0.461	0.901	574.677	554.433	64.978
18	MD14_SEM_Sam31-ECS_2021.03.24_s1:0018-1178:1	7341.375	270.680	180.123	224	212	2215	0.730	232	1	1.828	0.547	0.917	630.615	508.421	76.362
19	MD14_SEM_Sam31-ECS_2021.03.24_s1:0019-1191:1	8422.977	228.642	127.722	195	178	1961	0.521	203	1	2.708	0.369	0.844	549.216	455.941	46.871
20	MD14_SEM_Sam31-ECS_2021.03.24_s1:0020-1193:1	12323.505	220.072	56.728	207	188	1189	0.598	209	1	2.751	0.363	0.887	546.893	454.645	73.275
21	MD14_SEM_Sam31-ECS_2021.03.24_s1:0021-1191:1	7632.055	204.977	42.032	184	175	818	0.640	196	1	2.208	0.453	0.941	555.585	402.860	34.101
22	MD14_SEM_Sam31-ECS_2021.03.24_s1:0022-1191:1	8727.177	246.639	121.732	208	187	1823	0.710	217	1	1.890	0.529	0.947	445.229	360.107	86.407
23	MD14_SEM_Sam31-ECS_2021.03.24_s1:0023-1183:1	6760.014	197.067	113.951	173	160	1708	0.838	174	1	1.158	0.864	0.941	370.365	372.533	60.095
24	MD14_SEM_Sam31-ECS_2021.03.24_s1:0024-1191:1	9409.939	285.921	222.977	212	189	2331	0.714	219	1	1.297	0.771	0.916	770.378	623.060	86.739
25	MD14_SEM_Sam31-ECS_2021.03.24_s1:0025-1186:1	6847.894	238.323	147.915	197	182	2350	0.714	204	1	1.265	0.790	0.913	359.400	337.654	56.967
26	MD14_SEM_Sam31-ECS_2021.03.24_s1:0026-1198:1	11120.222	196.581	45.592	179	170	705	0.770	187	1	1.565	0.639	0.949	531.584	407.436	32.934
27	MD14_SEM_Sam31-ECS_2021.03.24_s1:0027-1206:1	18076.276	200.830	80.829	173	164	1519	0.782	184	1	1.453	0.688	0.947	377.415	338.780	32.139
28	MD14_SEM_Sam31-ECS_2021.03.24_s1:0028-1206:1	11356.823	179.963	96.209	158	149	1535	0.703	164	1	1.938	0.516	0.922	281.121	231.097	72.130
29	MD14_SEM_Sam31-ECS_2021.03.24_s1:0029-1293:1	35942.992	189.723	97.959	134	126	1540	0.200	174	1	3.385	0.295	0.562	248.946	235.588	19.690
30	MD14_SEM_Sam31-ECS_2021.03.24_s1:0030-1211:1	11654.263	191.237	65.471	173	164	1302	0.733	178	1	1.608	0.622	0.956	474.445	374.486	72.734
31	MD14_SEM_Sam31-ECS_2021.03.24_s1:0031-1214:1	7983.576	242.911	86.953	214	202	1288	0.740	225	1	1.774	0.564	0.943	498.182	381.209	111.765
32	MD14_SEM_Sam31-ECS_2021.03.24_s1:0032-1226:1	12864.306	185.562	28.929	174	161	620	0.568	179	1	2.547	0.393	0.875	465.445	365.563	44.443
33	MD14_SEM_Sam31-ECS_2021.03.24_s1:0033-1221:1	9153.058	199.756	57.477	190	171	975	0.678	190	1	1.921	0.521	0.920	414.944	303.417	93.746
34	MD14_SEM_Sam31-ECS_2021.03.24_s1:0034-1218:1	10572.661	194.678	80.580	171	163	1099	0.804	174	1	1.427	0.701	0.945	372.761	331.673	98.714
35	MD14_SEM_Sam31-ECS_2021.03.24_s1:0035-1223:1	8909.698	222.970	66.940	205	186	926	0.683	209	1	2.258	0.443	0.932	564.266	439.918	99.442
36	MD14_SEM_Sam31-ECS_2021.03.24_s1:0036-1230:1	6705.933	227.403	143.170	191	178	2357	0.544	194	1	2.324	0.430	0.842	455.016	424.500	100.250
37	MD14_SEM_Sam31-ECS_2021.03.24_s1:0037-1240:1	9180.098	219.552	95.269	191	176	1346	0.544	202	1	3.350	0.299	0.910	444.560	349.720	131.929
38	MD14_SEM_Sam31-ECS_2021.03.24_s1:0038-1240:1	11397.383	260.336	242.540	202	163	4232	0.583	210	1	2.475	0.404	0.878	667.328	769.454	136.560
39	MD14_SEM_Sam31-ECS_2021.03.24_s1:0039-1233:1	7334.615	212.333	55.559	189	178	1072	0.636	202	1	2.433	0.411	0.917	514.745	414.540	105.397
40	MD14_SEM_Sam31-ECS_2021.03.24_s1:0040-1233:1	7321.095	206.002	50.645	187	173	788	0.722	194	1	2.012	0.497	0.929	378.240	309.003	99.854
41	MD14_SEM_Sam31-ECS_2021.03.24_s1:0041-1269:1	18454.837	217.530	104.113	182	171	1799	0.388	192	1	4.268	0.234	0.811	476.373	375.659	47.318
42	MD14_SEM_Sam31-ECS_2021.03.24_s1:0042-1251:1	15358.751	248.430	192.306	187	157	2292	0.755	195	1	1.730	0.578	0.958	602.353	461.899	114.844
