 	Label	Area	Mean	StdDev	Mode	Min	Max	XM	YM	Circ.	Median	AR	Round	Solidity
1	C2-multichannel	1.690	176.250	7.588	166	166	184	2426.138	1671.141	1.000	179	2.031	0.492	0.800
2	C2-multichannel	5.070	173.000	4.328	171	168	179	2423.898	1679.267	0.615	171	3.156	0.317	0.923
3	C2-multichannel	19.013	174.844	9.728	176	153	200	2559.853	1684.231	0.702	176	2.267	0.441	0.776
4	C2-multichannel	64.220	183.559	23.692	191	144	254	2602.825	1690.043	0.610	182	2.287	0.437	0.833
5	C2-multichannel	53.235	190.738	24.134	180	135	249	2658.187	1699.133	0.679	188	1.706	0.586	0.803
6	C2-multichannel	6.338	176.067	11.823	180	144	190	2416.837	1696.931	0.804	180	1.615	0.619	0.789
7	C2-multichannel	40.560	187.604	26.904	167	143	267	2411.399	1699.744	0.642	184	2.197	0.455	0.814
8	C2-multichannel	2.113	183.800	11.777	168	168	199	2500.502	1705.776	1.000	181	1.553	0.644	0.909
9	C2-multichannel	13.520	177.312	17.140	174	148	216	2416.452	1710.123	0.803	174	1.698	0.589	0.810
10	C2-multichannel	1.690	182.250	12.997	171	171	199	2500.558	1711.469	1.000	186	1.000	1.000	1.000
11	C2-multichannel	16.478	176.667	12.368	172	154	208	2611.556	1715.493	0.858	172	1.894	0.528	0.940
12	C2-multichannel	11.408	175.889	13.302	169	155	202	2497.798	1715.917	0.730	169	1.212	0.825	0.771
13	C2-multichannel	24.083	180.649	13.795	175	154	207	2696.005	1725.997	0.839	179	1.951	0.513	0.905
14	C2-multichannel	7.183	171.353	12.942	156	146	196	2370.764	1726.407	0.820	175	1.176	0.851	0.773
15	C2-multichannel	14.365	174.441	14.796	169	138	212	2365.812	1730.742	0.310	175	5.252	0.190	0.630
16	C2-multichannel	27.463	175.892	14.316	182	148	230	2702.757	1737.265	0.672	175	2.441	0.410	0.793
17	C2-multichannel	22.815	183.852	20.193	166	160	243	2494.387	1738.888	0.933	179	1.429	0.700	0.908
18	C2-multichannel	17.745	177.667	15.782	170	149	209	2707.532	1744.882	0.726	180	1.281	0.781	0.800
19	C2-multichannel	17.745	175.905	13.380	168	145	203	2569.307	1746.836	0.906	176	1.147	0.872	0.894
20	C2-multichannel	1.690	179.000	9.238	171	171	187	2333.501	1747.836	1.000	187	1.000	1.000	1.000
21	C2-multichannel	2.535	182.833	14.233	188	166	206	2331.562	1750.139	1.000	188	1.500	0.667	1.000
22	C2-multichannel	23.660	237.857	94.350	159	119	501	2862.551	1763.141	0.927	212	1.541	0.649	0.918
23	C2-multichannel	26.618	184.413	18.892	182	149	231	2488.231	1769.883	0.618	182	2.559	0.391	0.808
24	C2-multichannel	25.773	173.902	16.728	176	130	213	2855.767	1773.697	0.527	176	3.224	0.310	0.803
25	C2-multichannel	29.998	187.606	23.810	158	147	238	2626.747	1775.302	0.770	184	1.911	0.523	0.816
26	C2-multichannel	13.943	176.576	14.992	167	146	206	2763.455	1774.189	0.988	176	1.427	0.701	0.971
27	C2-multichannel	8.873	169.571	13.448	186	149	188	2618.108	1775.279	0.690	162	2.198	0.455	0.792
28	C2-multichannel	42.250	190.720	23.727	180	142	246	2608.735	1782.463	0.723	188	1.392	0.718	0.873
29	C2-multichannel	13.520	185.438	20.772	166	152	224	2856.451	1781.264	0.958	182	1.485	0.673	0.955
30	C2-multichannel	22.815	171.667	12.310	168	140	189	2508.853	1782.586	0.469	174	1.881	0.532	0.671
31	C2-multichannel	30.420	180.375	18.303	182	120	218	2420.488	1787.843	0.606	182	2.820	0.355	0.823
32	C2-multichannel	142.805	195.834	30.451	170	146	307	2859.029	1798.351	0.410	191	2.733	0.366	0.668
33	C2-multichannel	28.730	171.471	12.968	174	144	201	2758.568	1795.285	0.680	170	1.661	0.602	0.800
34	C2-multichannel	42.250	196.310	29.183	167	151	272	2809.173	1801.226	0.842	194	1.349	0.742	0.877
35	C2-multichannel	15.210	176.333	8.277	178	163	191	2320.189	1802.817	0.596	178	2.641	0.379	0.791
36	C2-multichannel	21.970	183.365	23.889	171	139	239	2650.450	1807.388	0.882	178	1.295	0.772	0.860
37	C2-multichannel	16.900	175.650	11.100	182	153	196	2940.552	1809.702	0.516	176	3.020	0.331	0.727
38	C2-multichannel	30.420	235.681	81.915	169	138	457	3160.170	1812.608	0.909	203	1.456	0.687	0.935
39	C2-multichannel	11.408	173.593	13.673	176	154	199	2571.529	1812.616	0.836	176	1.699	0.588	0.831
40	C2-multichannel	79.430	219.048	57.490	191	130	384	3167.866	1815.838	0.730	200	1.897	0.527	0.900
41	C2-multichannel	31.265	188.581	23.843	172	134	244	2963.789	1816.065	0.672	188	2.122	0.471	0.855
42	C2-multichannel	35.490	186.202	26.526	158	138	261	2559.531	1814.789	0.686	182	2.178	0.459	0.832
43	C2-multichannel	24.928	187.661	21.846	182	152	251	2872.049	1815.478	0.883	183	1.535	0.651	0.901
44	C2-multichannel	8.450	166.400	5.888	163	160	180	2647.343	1815.180	0.717	163	1.943	0.515	0.800
45	C2-multichannel	1.690	169.500	17.898	149	149	185	2694.102	1816.436	0.857	184	1.468	0.681	0.800
46	C2-multichannel	49.433	207.359	50.917	152	146	381	3179.813	1819.884	0.832	190	1.564	0.639	0.876
47	C2-multichannel	10.140	172.167	14.484	167	141	201	2344.057	1818.803	0.702	173	2.985	0.335	0.842
48	C2-multichannel	36.335	174.802	16.313	168	144	232	2702.641	1822.326	0.444	171	1.827	0.547	0.732
49	C2-multichannel	40.138	190.389	25.262	205	135	244	2970.370	1822.681	0.642	190	2.719	0.368	0.833
50	C2-multichannel	45.208	179.991	18.263	159	149	230	2742.050	1827.054	0.456	179	4.121	0.243	0.754
51	C2-multichannel	22.393	185.038	24.277	175	146	243	2934.031	1822.389	0.916	178	1.426	0.701	0.891
52	C2-multichannel	5.493	177.154	11.283	163	163	195	2351.619	1824.171	0.779	177	1.843	0.543	0.812
53	C2-multichannel	36.758	181.552	21.122	173	146	250	2999.279	1831.159	0.674	174	2.267	0.441	0.841
54	C2-multichannel	40.983	186.289	20.638	177	146	243	2895.347	1836.143	0.615	182	2.753	0.363	0.808
55	C2-multichannel	3.803	166.222	13.151	151	151	180	2996.970	1834.203	1.000	172	1.185	0.844	0.857
56	C2-multichannel	38.448	178.857	17.489	172	136	220	2283.460	1838.830	0.486	174	2.001	0.500	0.682
57	C2-multichannel	2.113	172.000	0.000	172	172	172	2273.636	1839.696	1.000	172	1.553	0.644	0.909
58	C2-multichannel	2.113	170.600	2.191	169	169	173	3166.740	1839.694	1.000	169	1.553	0.644	0.909
59	C2-multichannel	14.365	177.676	18.092	166	145	213	2425.395	1842.268	0.719	177	1.954	0.512	0.782
60	C2-multichannel	15.210	178.194	15.865	188	148	216	2902.073	1843.331	0.815	178	1.654	0.605	0.878
61	C2-multichannel	64.643	187.765	22.877	174	124	262	3075.798	1848.401	0.620	186	1.811	0.552	0.823
62	C2-multichannel	11.408	180.815	21.893	174	136	236	2401.875	1845.231	0.967	178	1.454	0.688	0.885
63	C2-multichannel	37.603	189.809	27.352	171	136	277	2727.885	1848.463	0.727	184	2.268	0.441	0.868
64	C2-multichannel	51.545	200.836	31.423	191	147	283	2910.350	1847.300	0.821	191	1.372	0.729	0.907
65	C2-multichannel	1.690	180.000	6.532	180	172	188	2271.758	1846.643	1.000	180	1.000	1.000	1.000
66	C2-multichannel	24.928	175.475	12.867	162	152	218	2580.531	1849.649	0.733	173	1.371	0.730	0.837
67	C2-multichannel	10.140	175.833	9.010	169	164	198	2456.462	1854.311	0.838	176	1.977	0.506	0.800
68	C2-multichannel	13.098	173.355	9.841	174	152	197	2446.946	1854.760	0.668	174	2.679	0.373	0.805
69	C2-multichannel	16.478	177.436	14.303	170	150	207	2461.901	1857.277	0.841	173	1.684	0.594	0.857
70	C2-multichannel	29.153	178.420	14.872	180	144	209	2996.753	1862.420	0.798	179	1.394	0.717	0.868
71	C2-multichannel	26.618	179.635	16.260	168	142	213	2375.495	1868.435	0.621	179	2.981	0.335	0.783
72	C2-multichannel	44.363	205.857	43.647	172	136	309	2833.361	1868.912	0.823	199	1.268	0.789	0.871
73	C2-multichannel	35.490	180.393	17.746	171	150	241	2808.063	1870.334	0.614	178	1.247	0.802	0.774
74	C2-multichannel	7.183	173.529	8.924	169	159	193	2583.013	1869.651	0.845	171	2.002	0.500	0.850
75	C2-multichannel	33.378	178.873	16.611	183	150	217	2636.596	1874.325	0.480	178	3.667	0.273	0.802
76	C2-multichannel	22.393	185.321	27.462	175	139	257	2380.504	1872.626	0.827	175	1.251	0.799	0.835
77	C2-multichannel	23.238	175.327	15.149	165	142	204	2586.861	1874.308	0.837	178	1.591	0.629	0.902
78	C2-multichannel	25.773	168.984	8.827	163	148	190	2388.627	1874.467	0.671	167	2.422	0.413	0.836
79	C2-multichannel	46.475	175.982	13.451	172	147	222	2920.853	1876.602	0.828	173	1.584	0.631	0.873
80	C2-multichannel	18.590	179.864	16.864	171	142	221	2269.956	1876.554	0.887	177	1.146	0.873	0.863
81	C2-multichannel	10.563	176.120	14.845	166	146	205	2394.722	1876.580	0.896	176	1.110	0.901	0.833
82	C2-multichannel	32.533	187.506	19.254	178	146	238	2782.986	1886.650	0.807	187	1.386	0.722	0.856
83	C2-multichannel	2.958	171.286	7.544	173	158	181	2331.872	1887.452	1.000	173	1.069	0.936	0.875
84	C2-multichannel	26.618	176.032	13.894	173	137	206	2429.239	1896.385	0.703	176	2.433	0.411	0.851
85	C2-multichannel	32.955	189.603	24.128	195	147	252	2998.287	1897.599	0.889	188	1.547	0.646	0.902
86	C2-multichannel	19.858	183.468	17.308	184	150	218	2320.140	1897.863	0.993	184	1.312	0.762	0.913
87	C2-multichannel	65.910	190.545	33.077	166	142	326	2688.754	1902.571	0.533	181	2.677	0.374	0.817
88	C2-multichannel	15.633	196.676	35.035	171	145	281	3053.855	1899.118	0.798	179	1.940	0.515	0.871
89	C2-multichannel	41.828	206.545	45.887	180	144	351	2589.304	1901.953	0.915	195	1.439	0.695	0.908
90	C2-multichannel	43.940	183.327	15.778	181	150	230	2834.003	1902.283	0.760	181	1.857	0.539	0.860
91	C2-multichannel	8.028	175.947	13.180	176	146	198	2324.765	1904.469	0.402	176	3.706	0.270	0.551
92	C2-multichannel	28.730	188.691	29.526	165	149	278	2972.708	1904.604	0.845	182	1.535	0.651	0.883
93	C2-multichannel	37.180	194.261	30.427	186	141	300	3050.358	1905.029	0.863	186	1.644	0.608	0.898
94	C2-multichannel	60.840	177.201	14.564	175	136	220	2503.140	1907.849	0.723	175	1.687	0.593	0.883
95	C2-multichannel	38.448	180.330	14.475	187	144	213	2946.921	1913.177	0.673	184	2.557	0.391	0.850
96	C2-multichannel	20.280	176.250	14.269	170	160	215	3018.085	1915.218	0.794	170	1.956	0.511	0.906
97	C2-multichannel	54.080	201.875	41.162	162	149	320	2237.800	1920.206	0.829	188	1.748	0.572	0.914
98	C2-multichannel	66.755	195.861	31.865	163	145	282	2679.390	1919.638	0.654	191	1.774	0.564	0.819
99	C2-multichannel	29.998	179.197	11.877	183	157	208	2760.306	1918.127	0.678	179	2.523	0.396	0.816
100	C2-multichannel	24.083	178.632	11.877	181	146	210	2467.280	1919.693	0.719	181	1.584	0.632	0.851
101	C2-multichannel	13.943	181.515	25.412	159	149	267	2632.443	1920.261	0.892	178	1.515	0.660	0.846
102	C2-multichannel	46.053	196.862	37.861	165	138	330	3037.492	1922.352	0.602	186	2.357	0.424	0.852
103	C2-multichannel	1.690	180.000	31.507	152	152	219	2479.147	1920.765	1.000	192	1.000	1.000	1.000
104	C2-multichannel	66.333	195.280	29.359	167	139	284	2925.339	1926.939	0.642	191	2.525	0.396	0.858
105	C2-multichannel	16.055	188.158	26.114	169	152	257	2364.564	1923.865	0.944	188	1.287	0.777	0.962
106	C2-multichannel	10.563	176.080	11.280	164	164	200	2215.371	1925.266	0.873	173	2.155	0.464	0.820
107	C2-multichannel	15.633	170.595	17.260	152	152	207	2232.182	1928.753	0.838	166	1.689	0.592	0.841
108	C2-multichannel	24.928	181.966	17.024	179	142	219	2638.728	1930.652	0.803	182	1.502	0.666	0.868
109	C2-multichannel	33.378	199.494	35.467	180	141	290	2430.763	1934.967	0.900	192	1.122	0.891	0.878
110	C2-multichannel	57.883	188.343	30.590	162	140	301	2825.919	1936.362	0.605	182	1.811	0.552	0.804
111	C2-multichannel	5.493	167.923	2.629	169	162	169	3019.484	1933.277	1.000	169	1.312	0.762	0.812
112	C2-multichannel	72.248	201.333	36.079	162	148	311	3014.439	1942.191	0.582	193	2.852	0.351	0.836
113	C2-multichannel	37.603	198.640	38.625	166	138	292	2912.081	1939.014	0.750	183	1.460	0.685	0.840
114	C2-multichannel	9.718	172.348	8.616	168	150	186	2242.699	1942.197	0.603	173	2.369	0.422	0.730
115	C2-multichannel	3.803	180.222	15.730	195	151	197	2239.359	1943.600	0.923	185	1.758	0.569	0.857
116	C2-multichannel	3.803	172.000	12.021	167	149	188	2925.022	1945.630	0.799	170	1.897	0.527	0.750
117	C2-multichannel	44.785	198.877	37.171	168	135	300	2892.181	1950.816	0.733	191	2.059	0.486	0.887
118	C2-multichannel	28.308	181.149	15.699	188	141	225	2776.937	1950.136	0.912	178	1.508	0.663	0.912
119	C2-multichannel	16.478	171.667	14.883	169	137	211	2927.747	1949.207	0.841	169	1.411	0.709	0.839
120	C2-multichannel	4.225	171.500	26.705	151	139	233	2322.191	1952.859	0.887	170	1.577	0.634	0.800
121	C2-multichannel	23.660	180.839	18.837	163	152	226	2931.010	1955.202	0.806	176	1.977	0.506	0.889
122	C2-multichannel	66.333	217.382	47.213	183	147	346	3070.569	1957.858	0.791	209	1.939	0.516	0.897
123	C2-multichannel	1.690	178.750	9.069	172	172	192	2782.962	1955.843	1.000	177	2.031	0.492	0.800
124	C2-multichannel	28.308	194.403	29.748	172	136	270	2747.989	1959.816	0.791	194	1.590	0.629	0.854
125	C2-multichannel	32.110	181.263	19.803	172	144	239	2455.622	1961.956	0.572	177	1.696	0.589	0.734
126	C2-multichannel	9.718	176.652	14.631	182	151	203	2844.897	1959.211	0.824	174	1.453	0.688	0.807
127	C2-multichannel	123.370	193.647	32.611	164	131	335	2620.222	1964.527	0.747	188	2.018	0.496	0.897
128	C2-multichannel	36.758	188.632	31.260	162	146	282	2546.149	1962.404	0.815	180	1.443	0.693	0.853
129	C2-multichannel	24.505	195.345	33.938	217	126	275	2798.131	1961.659	0.943	186	1.056	0.947	0.885
130	C2-multichannel	68.868	186.196	20.583	186	136	238	2868.692	1969.051	0.530	185	3.191	0.313	0.836
131	C2-multichannel	45.208	183.280	21.202	189	142	267	2549.159	1970.620	0.693	184	2.051	0.488	0.863
132	C2-multichannel	97.598	182.195	19.495	174	147	251	3005.618	1979.309	0.326	180	3.308	0.302	0.737
133	C2-multichannel	39.293	180.849	20.219	172	141	247	2140.333	1974.910	0.532	178	2.894	0.345	0.753
134	C2-multichannel	12.253	172.621	7.903	174	155	195	2861.316	1970.534	0.898	174	1.559	0.641	0.841
135	C2-multichannel	84.078	183.322	19.740	163	152	245	2940.039	1979.254	0.469	181	3.686	0.271	0.771
136	C2-multichannel	34.645	182.329	19.915	176	136	240	2338.965	1974.638	0.712	179	2.163	0.462	0.841
137	C2-multichannel	5.070	169.167	5.859	167	159	175	2860.438	1975.031	0.719	172	2.022	0.495	0.800
138	C2-multichannel	35.913	184.788	26.095	168	146	272	2702.777	1980.490	0.822	175	1.401	0.714	0.881
139	C2-multichannel	37.603	192.067	25.203	177	147	251	2174.298	1981.663	0.586	188	2.964	0.337	0.805
140	C2-multichannel	42.250	187.290	24.559	196	137	243	2861.008	1985.202	0.552	182	1.868	0.535	0.730
141	C2-multichannel	1.690	178.000	11.165	166	166	192	2249.319	1990.151	1.000	181	1.468	0.681	0.800
142	C2-multichannel	14.365	179.265	16.097	173	147	212	2217.850	1992.818	0.919	181	1.765	0.566	0.861
143	C2-multichannel	5.915	193.071	35.515	179	145	255	2543.954	1992.282	1.000	181	1.020	0.981	0.933
144	C2-multichannel	29.998	178.648	20.641	158	138	236	3006.336	1996.779	0.497	174	3.336	0.300	0.811
145	C2-multichannel	62.530	186.284	20.240	176	143	259	3099.208	1998.165	0.651	181	1.892	0.528	0.831
146	C2-multichannel	46.053	187.110	27.416	163	136	293	2438.170	1996.908	0.673	180	1.700	0.588	0.790
147	C2-multichannel	29.153	192.174	26.234	168	128	249	2475.762	1994.944	0.993	194	1.214	0.824	0.945
148	C2-multichannel	23.660	196.446	33.172	161	127	281	2780.151	1996.778	0.985	188	1.075	0.930	0.941
149	C2-multichannel	73.515	213.144	53.377	166	133	393	3147.632	2000.389	0.735	196	1.861	0.537	0.855
150	C2-multichannel	9.718	176.652	11.903	167	162	211	2279.256	1998.646	0.590	175	3.362	0.297	0.742
151	C2-multichannel	6.338	175.400	12.040	186	153	200	2861.781	1998.461	0.612	172	2.145	0.466	0.682
152	C2-multichannel	5.070	178.833	15.579	165	157	204	2285.130	2000.954	0.967	178	1.939	0.516	0.889
153	C2-multichannel	4.225	171.000	8.110	167	167	193	2865.512	2001.995	0.925	169	2.500	0.400	1.000
154	C2-multichannel	58.305	172.065	12.825	175	137	213	3168.653	2005.050	0.615	172	2.736	0.365	0.844
155	C2-multichannel	7.183	178.882	22.608	168	132	239	2247.457	2007.291	0.609	177	2.568	0.389	0.708
156	C2-multichannel	2.535	169.000	8.343	172	152	173	2873.007	2006.212	1.000	172	1.500	0.667	1.000
157	C2-multichannel	2.958	172.286	8.751	168	159	181	2318.312	2006.669	1.000	168	1.380	0.725	0.875
158	C2-multichannel	47.320	209.098	44.877	186	140	364	2343.420	2011.512	0.853	204	1.418	0.705	0.911
159	C2-multichannel	40.983	184.505	21.175	173	144	265	2878.858	2012.080	0.760	179	1.498	0.667	0.855
160	C2-multichannel	8.028	169.053	4.624	170	150	171	3175.652	2011.055	1.000	170	1.273	0.785	0.974
161	C2-multichannel	59.150	194.893	29.527	175	137	294	2588.652	2015.713	0.851	192	1.409	0.710	0.900
162	C2-multichannel	40.138	178.558	16.242	181	146	225	2987.945	2013.744	0.460	176	4.651	0.215	0.837
163	C2-multichannel	33.378	181.241	19.424	174	143	227	2520.235	2014.778	0.486	175	3.341	0.299	0.782
164	C2-multichannel	37.603	183.472	24.397	170	144	259	3089.704	2018.420	0.787	176	1.896	0.528	0.836
165	C2-multichannel	28.308	184.701	18.414	182	145	231	2509.598	2017.486	0.803	182	1.842	0.543	0.887
166	C2-multichannel	37.180	182.261	20.686	173	147	238	2948.373	2018.378	0.892	178	1.213	0.825	0.898
167	C2-multichannel	5.493	178.692	20.192	177	145	207	2407.136	2017.891	0.922	177	1.802	0.555	0.812
168	C2-multichannel	46.898	182.153	19.634	169	146	250	2848.958	2025.604	0.693	179	1.821	0.549	0.844
169	C2-multichannel	10.985	175.615	17.707	166	153	234	2761.855	2027.500	0.932	172	1.423	0.703	0.912
170	C2-multichannel	19.013	182.156	14.450	174	154	218	2411.682	2030.129	0.758	181	1.967	0.508	0.928
171	C2-multichannel	2.113	174.400	5.814	177	164	177	2943.140	2026.884	1.000	177	1.553	0.644	0.909
172	C2-multichannel	48.588	178.670	21.234	173	131	247	3014.775	2035.836	0.309	174	6.392	0.156	0.737
173	C2-multichannel	21.125	185.940	26.574	161	149	252	2904.045	2030.260	0.919	184	1.107	0.903	0.901
174	C2-multichannel	38.025	220.522	62.076	165	138	383	2499.904	2035.344	0.817	203	1.223	0.817	0.870
175	C2-multichannel	28.730	203.118	33.958	180	144	273	2618.155	2035.588	0.858	193	2.058	0.486	0.951
176	C2-multichannel	1.690	170.250	3.500	172	165	172	2937.834	2034.176	0.857	172	1.468	0.681	0.800
177	C2-multichannel	36.758	172.333	11.142	168	147	214	2335.735	2049.671	0.570	168	3.150	0.317	0.866
178	C2-multichannel	29.575	195.914	29.087	178	142	249	3059.899	2045.938	0.917	198	1.501	0.666	0.921
179	C2-multichannel	111.540	189.807	28.863	176	133	299	3027.004	2056.437	0.411	182	3.316	0.302	0.789
180	C2-multichannel	22.815	175.167	10.768	169	151	206	3181.332	2052.299	0.671	173	1.622	0.616	0.831
181	C2-multichannel	22.815	187.000	26.125	180	148	263	2271.032	2055.370	0.894	180	1.357	0.737	0.900
182	C2-multichannel	16.055	180.105	8.992	188	167	199	3099.312	2056.087	0.861	180	1.366	0.732	0.864
183	C2-multichannel	45.208	247.897	91.768	176	126	508	3161.594	2057.610	0.958	215	1.213	0.825	0.922
184	C2-multichannel	6.760	178.438	11.057	170	162	201	3088.686	2055.131	0.857	178	1.558	0.642	0.800
185	C2-multichannel	1.268	172.667	4.619	170	170	178	3185.103	2055.412	1.000	170	1.464	0.683	0.857
186	C2-multichannel	27.040	192.438	29.063	187	157	279	2835.709	2058.793	0.958	186	1.282	0.780	0.921
187	C2-multichannel	42.673	176.426	12.447	172	147	202	2337.464	2062.521	0.396	174	3.526	0.284	0.735
188	C2-multichannel	42.250	174.740	14.773	166	146	221	2724.177	2061.516	0.624	172	1.341	0.746	0.797
189	C2-multichannel	1.690	166.000	0.000	166	166	166	3144.701	2060.501	1.000	166	1.000	1.000	1.000
190	C2-multichannel	1.690	178.000	4.619	174	174	182	2427.101	2061.158	1.000	182	1.000	1.000	1.000
191	C2-multichannel	24.083	196.123	40.435	174	147	304	3144.704	2065.124	0.853	184	1.583	0.632	0.891
192	C2-multichannel	98.865	275.231	108.942	150	133	605	2778.437	2070.320	0.866	247	1.501	0.666	0.927
193	C2-multichannel	13.098	170.161	9.052	158	153	184	3188.976	2069.039	0.608	171	2.566	0.390	0.838
194	C2-multichannel	105.625	184.752	24.434	181	138	313	3032.849	2075.302	0.607	181	2.863	0.349	0.899
195	C2-multichannel	26.195	193.694	28.971	162	156	268	2611.121	2075.023	0.892	189	1.426	0.701	0.899
196	C2-multichannel	4.648	175.545	6.517	178	157	179	2333.769	2073.461	0.780	178	2.035	0.491	0.733
197	C2-multichannel	5.070	170.500	6.530	167	165	186	2329.855	2076.383	0.967	167	1.939	0.516	0.889
198	C2-multichannel	23.660	183.964	17.311	190	150	232	3121.973	2078.281	0.950	189	1.440	0.695	0.882
199	C2-multichannel	36.335	236.733	77.808	168	137	477	2823.275	2081.840	0.960	205	1.088	0.919	0.945
200	C2-multichannel	33.378	181.253	20.899	187	133	237	2322.873	2083.096	0.740	178	2.127	0.470	0.859
201	C2-multichannel	37.603	184.112	14.287	194	155	232	2548.317	2089.737	0.715	186	2.778	0.360	0.942
202	C2-multichannel	32.533	196.182	25.819	186	149	269	2289.844	2091.815	0.890	195	1.229	0.814	0.917
203	C2-multichannel	1.268	171.000	0.000	171	171	171	2557.426	2090.076	0.967	171	3.000	0.333	1.000
204	C2-multichannel	29.998	196.746	30.939	168	135	261	2519.483	2093.168	0.851	195	1.620	0.617	0.899
205	C2-multichannel	39.293	191.946	24.668	173	159	299	2412.555	2095.823	0.900	188	1.401	0.714	0.894
206	C2-multichannel	2.113	179.400	7.797	174	174	192	3031.011	2093.186	1.000	175	1.553	0.644	0.909
