 	Label	Area	Mean	StdDev	Mode	Min	Max	Circ.	Median	Ch	AR	Round	Solidity	Mean_boundary	StdDev_boundary	Mean_distance
1	MD27_GAL_Sam89-ECS_2021.03.24_s0:0001-0719:1	6854.654	220.144	65.919	208	163	900	0.834	209	1	1.299	0.770	0.966	281.596	170.733	19.598
2	MD27_GAL_Sam89-ECS_2021.03.24_s0:0002-0726:1	6712.693	219.329	66.382	207	177	904	0.812	205	1	1.213	0.824	0.935	340.457	220.366	25.850
3	MD27_GAL_Sam89-ECS_2021.03.24_s0:0003-0725:1	2237.564	193.580	44.826	186	162	638	0.798	186	1	1.656	0.604	0.922	283.804	221.516	14.456
4	MD27_GAL_Sam89-ECS_2021.03.24_s0:0004-0733:1	4022.208	197.938	18.803	194	156	350	0.864	195	1	1.156	0.865	0.948	311.426	197.813	15.603
5	MD27_GAL_Sam89-ECS_2021.03.24_s0:0005-0742:1	6469.333	173.905	16.672	172	140	489	0.824	172	1	1.459	0.686	0.944	260.530	206.435	18.897
6	MD27_GAL_Sam89-ECS_2021.03.24_s0:0006-0745:1	4860.450	211.081	73.154	192	150	886	0.836	195	1	1.442	0.693	0.925	293.774	259.375	21.035
7	MD27_GAL_Sam89-ECS_2021.03.24_s0:0007-0752:1	6766.774	201.739	31.483	202	151	670	0.847	199	1	1.486	0.673	0.969	334.721	285.250	15.365
8	MD27_GAL_Sam89-ECS_2021.03.24_s0:0008-0754:1	1831.964	240.911	225.688	146	140	1895	0.224	196	1	6.837	0.146	0.539	311.882	291.185	2.974
9	MD27_GAL_Sam89-ECS_2021.03.24_s0:0009-0751:1	6739.733	211.638	51.244	197	163	815	0.752	203	1	1.610	0.621	0.915	261.516	155.208	27.189
10	MD27_GAL_Sam89-ECS_2021.03.24_s0:0010-0759:1	7145.334	209.741	27.170	202	179	557	0.811	204	1	1.240	0.807	0.939	358.747	234.549	26.590
11	MD27_GAL_Sam89-ECS_2021.03.24_s0:0011-0765:1	5725.731	197.499	83.678	177	136	1125	0.587	185	1	1.352	0.740	0.859	348.513	346.797	18.780
12	MD27_GAL_Sam89-ECS_2021.03.24_s0:0012-0769:1	4826.650	194.445	63.676	184	173	1054	0.815	185	1	1.277	0.783	0.928	329.119	306.620	26.146
13	MD27_GAL_Sam89-ECS_2021.03.24_s0:0013-0777:1	5793.332	208.217	63.697	193	172	1035	0.805	196	1	1.457	0.686	0.940	367.437	276.259	23.028
14	MD27_GAL_Sam89-ECS_2021.03.24_s0:0014-0777:1	6793.814	199.193	60.634	189	158	946	0.738	189	1	1.759	0.568	0.934	243.638	136.681	29.195
15	MD27_GAL_Sam89-ECS_2021.03.24_s0:0015-0791:1	3900.528	211.378	60.741	199	156	819	0.787	201	1	1.353	0.739	0.915	286.856	173.267	37.766
16	MD27_GAL_Sam89-ECS_2021.03.24_s0:0016-0801:1	10038.620	204.404	55.668	192	151	789	0.805	194	1	1.424	0.702	0.948	299.656	207.792	26.968
17	MD27_GAL_Sam89-ECS_2021.03.24_s0:0017-0797:1	4799.610	204.973	36.137	197	165	924	0.776	200	1	1.705	0.587	0.927	382.941	339.404	14.566
18	MD27_GAL_Sam89-ECS_2021.03.24_s0:0018-0794:1	4035.728	192.931	26.283	184	173	568	0.813	187	1	1.531	0.653	0.928	317.890	269.311	41.894
19	MD27_GAL_Sam89-ECS_2021.03.24_s0:0019-0814:1	2717.525	206.391	29.874	205	146	582	0.210	205	1	4.118	0.243	0.469	304.050	297.651	3.913
20	MD27_GAL_Sam89-ECS_2021.03.24_s0:0020-0798:1	4468.369	189.635	92.256	175	164	1648	0.857	178	1	1.209	0.827	0.944	321.215	258.757	19.244
21	MD27_GAL_Sam89-ECS_2021.03.24_s0:0021-0801:1	3589.567	193.211	28.681	191	136	432	0.795	191	1	1.222	0.819	0.913	243.377	228.457	50.049
22	MD27_GAL_Sam89-ECS_2021.03.24_s0:0022-0810:1	7219.694	184.351	25.852	181	148	600	0.808	182	1	1.294	0.773	0.949	237.829	162.053	26.719
23	MD27_GAL_Sam89-ECS_2021.03.24_s0:0023-0816:1	6719.453	203.674	43.197	196	147	934	0.718	197	1	1.670	0.599	0.900	327.556	274.799	43.518
24	MD27_GAL_Sam89-ECS_2021.03.24_s0:0024-0821:1	5124.090	210.285	59.240	196	141	872	0.744	199	1	1.808	0.553	0.965	350.199	331.386	22.534
25	MD27_GAL_Sam89-ECS_2021.03.24_s0:0025-0820:1	9849.340	192.154	38.219	188	138	771	0.756	188	1	1.953	0.512	0.956	270.177	167.694	20.650
26	MD27_GAL_Sam89-ECS_2021.03.24_s0:0026-0819:1	4360.209	188.202	15.541	184	168	408	0.764	186	1	1.885	0.530	0.921	285.459	238.037	45.753
