 	Label	Area	Mean	StdDev	Mode	Min	Max	Circ.	Median	Ch	AR	Round	Solidity	Mean_boundary	StdDev_boundary	Mean_distance
1	MD26_GAL_Sam33-ECS_2021.03.24_s0:0001-0602:1	7165.614	218.976	187.805	188	167	2637	0.833	192	1	1.305	0.767	0.943	570.893	868.469	16.323
2	MD26_GAL_Sam33-ECS_2021.03.24_s0:0002-0620:1	7239.974	200.684	150.409	185	148	3203	0.773	184	1	1.250	0.800	0.923	459.295	578.243	24.055
3	MD26_GAL_Sam33-ECS_2021.03.24_s0:0003-0624:1	4698.209	220.006	212.934	196	142	2950	0.808	192	1	1.317	0.759	0.932	355.232	493.002	18.026
4	MD26_GAL_Sam33-ECS_2021.03.24_s0:0004-0639:1	4238.528	219.145	161.771	196	174	2363	0.805	197	1	1.355	0.738	0.937	507.946	615.844	21.807
5	MD26_GAL_Sam33-ECS_2021.03.24_s0:0005-0657:1	8030.896	212.064	385.579	175	158	7112	0.804	174	1	1.508	0.663	0.949	417.839	515.633	24.041
6	MD26_GAL_Sam33-ECS_2021.03.24_s0:0006-0652:1	3136.646	216.752	136.154	196	164	1762	0.832	199	1	1.258	0.795	0.941	494.660	653.168	45.062
7	MD26_GAL_Sam33-ECS_2021.03.24_s0:0007-0660:1	6212.452	186.059	57.541	178	146	1187	0.785	180	1	1.099	0.910	0.926	431.972	499.747	29.600
8	MD26_GAL_Sam33-ECS_2021.03.24_s0:0008-0683:1	7753.736	175.921	59.597	168	147	1143	0.819	168	1	1.102	0.907	0.921	343.089	381.792	22.548
9	MD26_GAL_Sam33-ECS_2021.03.24_s0:0009-0686:1	7598.255	189.850	118.653	173	151	2614	0.756	173	1	1.721	0.581	0.934	598.701	650.589	45.471
10	MD26_GAL_Sam33-ECS_2021.03.24_s0:0010-0697:1	5144.370	195.837	56.082	187	153	1292	0.791	191	1	1.735	0.577	0.942	492.264	541.462	33.624
11	MD26_GAL_Sam33-ECS_2021.03.24_s0:0011-0697:1	4786.090	186.903	13.405	181	172	418	0.768	185	1	1.809	0.553	0.916	441.357	493.183	38.932
12	MD26_GAL_Sam33-ECS_2021.03.24_s0:0012-0703:1	4806.370	181.425	32.856	181	163	768	0.819	179	1	1.425	0.702	0.932	379.083	474.404	21.972
13	MD26_GAL_Sam33-ECS_2021.03.24_s0:0013-0729:1	6422.013	200.574	121.578	180	149	2120	0.687	184	1	1.593	0.628	0.896	541.417	616.669	68.725
14	MD26_GAL_Sam33-ECS_2021.03.24_s0:0014-0721:1	5076.770	195.422	97.667	183	150	1275	0.796	183	1	1.368	0.731	0.913	364.181	390.058	51.763
15	MD26_GAL_Sam33-ECS_2021.03.24_s0:0015-0722:1	4725.249	208.379	98.921	194	169	1518	0.764	194	1	1.392	0.719	0.941	516.857	612.807	59.262
16	MD26_GAL_Sam33-ECS_2021.03.24_s0:0016-0726:1	4846.930	190.400	62.335	184	150	1352	0.843	185	1	1.311	0.763	0.932	346.239	420.160	27.194
17	MD26_GAL_Sam33-ECS_2021.03.24_s0:0017-0729:1	4008.688	184.717	25.577	181	167	588	0.811	181	1	1.507	0.664	0.937	539.178	562.561	26.545
