 	Label	Area	Mean	StdDev	Mode	Min	Max	Circ.	Median	Ch	AR	Round	Solidity	Mean_boundary	StdDev_boundary	Mean_distance
1	MD18_SEM_Sam21-ECS_2021.03.24_s0:0001-0856:1	12499.265	229.824	168.826	184	155	2199	0.814	190	1	1.379	0.725	0.953	687.579	820.732	21.702
2	MD18_SEM_Sam21-ECS_2021.03.24_s0:0002-0885:1	10619.981	279.712	399.995	184	151	7310	0.821	190	1	1.474	0.678	0.954	810.475	991.155	29.040
3	MD18_SEM_Sam21-ECS_2021.03.24_s0:0003-0870:1	757.122	173.027	57.838	152	149	544	0.815	156	1	1.240	0.806	0.914	325.901	399.629	5.045
4	MD18_SEM_Sam21-ECS_2021.03.24_s0:0004-0892:1	6144.852	263.298	313.185	188	176	4178	0.780	193	1	1.587	0.630	0.944	674.782	778.436	35.771
5	MD18_SEM_Sam21-ECS_2021.03.24_s0:0005-0910:1	12438.425	239.821	313.059	171	159	6281	0.733	184	1	1.610	0.621	0.938	718.736	914.443	23.134
6	MD18_SEM_Sam21-ECS_2021.03.24_s0:0006-0908:1	11816.504	242.227	231.828	184	154	2895	0.792	185	1	1.381	0.724	0.937	765.545	839.095	25.054
7	MD18_SEM_Sam21-ECS_2021.03.24_s0:0007-0917:1	9788.500	212.181	195.471	168	153	4533	0.529	180	1	1.624	0.616	0.762	703.113	842.362	47.602
8	MD18_SEM_Sam21-ECS_2021.03.24_s0:0008-0929:1	9450.499	219.279	189.921	176	164	2642	0.718	180	1	1.528	0.654	0.898	907.339	1046.832	58.322
9	MD18_SEM_Sam21-ECS_2021.03.24_s0:0009-0959:1	11208.102	207.758	172.541	176	167	3799	0.754	182	1	1.625	0.615	0.925	762.710	938.858	58.772
10	MD18_SEM_Sam21-ECS_2021.03.24_s0:0010-0961:1	9977.780	220.655	191.986	179	171	3421	0.766	185	1	1.434	0.697	0.927	714.848	863.550	29.588
