 	Label	Area	Mean	StdDev	Mode	Min	Max	Circ.	Median	Ch	AR	Round	Solidity	Mean_boundary	StdDev_boundary	Mean_distance
1	MD10_GAL-ECS_2021.03.24_s2:0001-0802:1	3211.006	253.840	255.576	191	172	2885	0.615	197	1	2.783	0.359	0.903	544.256	633.520	17.204
2	MD10_GAL-ECS_2021.03.24_s2:0002-0805:1	3974.888	205.105	127.999	179	164	2131	0.783	180	1	1.740	0.575	0.957	506.268	622.201	18.952
3	MD10_GAL-ECS_2021.03.24_s2:0003-0811:1	2785.126	226.160	126.951	185	164	1409	0.789	197	1	1.145	0.874	0.937	571.112	730.107	19.869
4	MD10_GAL-ECS_2021.03.24_s2:0004-0818:1	3143.406	299.680	266.632	215	198	2641	0.756	221	1	1.728	0.579	0.944	927.530	880.681	33.594
5	MD10_GAL-ECS_2021.03.24_s2:0005-0820:1	4258.809	185.602	124.677	158	149	2116	0.753	168	1	2.020	0.495	0.936	319.603	417.756	15.057
6	MD10_GAL-ECS_2021.03.24_s2:0006-0822:1	3819.408	224.906	124.402	188	177	1445	0.766	195	1	1.423	0.703	0.938	750.777	713.781	37.088
7	MD10_GAL-ECS_2021.03.24_s2:0007-0822:1	3089.326	236.650	185.439	185	168	1853	0.891	191	1	1.151	0.869	0.960	404.277	448.720	22.070
8	MD10_GAL-ECS_2021.03.24_s2:0008-0825:1	4873.970	196.031	81.429	182	167	1572	0.851	184	1	1.345	0.743	0.937	503.632	623.396	26.899
9	MD10_GAL-ECS_2021.03.24_s2:0009-0826:1	3305.647	247.996	194.502	184	174	1836	0.792	190	1	1.379	0.725	0.898	560.670	654.483	31.278
10	MD10_GAL-ECS_2021.03.24_s2:0010-0823:1	2683.725	253.050	243.197	197	154	2354	0.839	197	1	1.212	0.825	0.929	498.521	696.907	19.443
11	MD10_GAL-ECS_2021.03.24_s2:0011-0839:1	2683.725	149.670	98.052	137	131	1535	0.242	139	1	4.631	0.216	0.612	178.906	242.151	4.164
12	MD10_GAL-ECS_2021.03.24_s2:0012-0836:1	5022.690	199.569	109.864	173	164	1593	0.769	176	1	1.347	0.742	0.916	651.523	682.712	49.292
13	MD10_GAL-ECS_2021.03.24_s2:0013-0828:1	1730.563	232.344	123.583	197	177	1546	0.764	198	1	1.723	0.581	0.946	492.647	555.237	17.586
14	MD10_GAL-ECS_2021.03.24_s2:0014-0839:1	3758.568	183.745	47.286	179	163	943	0.910	177	1	1.109	0.902	0.942	412.694	473.266	35.924
15	MD10_GAL-ECS_2021.03.24_s2:0015-0846:1	3988.408	228.024	233.537	173	167	3657	0.751	188	1	1.406	0.711	0.911	575.256	721.508	62.105
16	MD10_GAL-ECS_2021.03.24_s2:0016-0847:1	3542.247	240.609	197.759	189	177	2720	0.769	192	1	1.434	0.698	0.928	704.541	767.532	60.025
17	MD10_GAL-ECS_2021.03.24_s2:0017-0848:1	3420.567	222.514	98.643	194	170	1211	0.768	198	1	1.553	0.644	0.923	642.939	698.423	44.312
18	MD10_GAL-ECS_2021.03.24_s2:0018-0842:1	1737.323	227.051	165.893	189	170	1580	0.896	189	1	1.051	0.951	0.947	529.016	627.758	19.300
19	MD10_GAL-ECS_2021.03.24_s2:0019-0852:1	3373.247	260.437	240.108	181	171	2086	0.826	190	1	1.751	0.571	0.961	481.122	510.204	54.357
20	MD10_GAL-ECS_2021.03.24_s2:0020-0846:1	2480.925	210.226	139.502	183	169	1744	0.722	184	1	1.671	0.598	0.906	442.295	512.459	30.798
21	MD10_GAL-ECS_2021.03.24_s2:0021-0856:1	5962.332	223.636	192.621	166	146	2055	0.776	169	1	1.756	0.570	0.910	455.576	560.659	31.183
22	MD10_GAL-ECS_2021.03.24_s2:0022-0851:1	3407.047	235.250	247.087	170	160	2814	0.583	179	1	2.076	0.482	0.841	596.680	772.773	51.415
23	MD10_GAL-ECS_2021.03.24_s2:0023-0849:1	1514.243	203.344	56.286	191	175	731	0.919	191	1	1.194	0.838	0.922	481.211	596.448	18.607
24	MD10_GAL-ECS_2021.03.24_s2:0024-0856:1	3400.287	192.523	77.297	176	157	1111	0.792	176	1	1.577	0.634	0.930	532.648	639.987	60.920
25	MD10_GAL-ECS_2021.03.24_s2:0025-0859:1	3021.726	216.058	107.137	192	161	1456	0.894	192	1	1.216	0.823	0.945	599.626	727.712	52.329
