 	Label	Area	Mean	StdDev	Mode	Min	Max	Circ.	Median	Ch	AR	Round	Solidity	Mean_boundary	StdDev_boundary	Mean_distance
1	MD28_GAL_Sam48-ECS_2021.03.24_s1:0001-0725:1	3393.527	302.522	258.194	204	146	1828	0.102	209	1	2.821	0.355	0.256	358.205	348.492	3.000
2	MD28_GAL_Sam48-ECS_2021.03.24_s1:0002-0735:1	9274.739	212.198	103.863	192	149	1626	0.744	192	1	1.512	0.661	0.926	377.457	342.060	16.968
3	MD28_GAL_Sam48-ECS_2021.03.24_s1:0003-0749:1	5340.411	210.185	39.343	201	181	755	0.835	204	1	1.436	0.696	0.944	448.154	423.468	15.623
4	MD28_GAL_Sam48-ECS_2021.03.24_s1:0004-0777:1	2987.926	235.118	205.637	196	167	2409	0.129	196	1	5.931	0.169	0.438	300.258	294.390	2.930
5	MD28_GAL_Sam48-ECS_2021.03.24_s1:0005-0774:1	7828.096	206.673	83.448	196	138	1448	0.779	196	1	1.578	0.634	0.932	270.425	209.058	20.004
6	MD28_GAL_Sam48-ECS_2021.03.24_s1:0006-0777:1	7436.015	194.468	41.201	184	173	895	0.849	188	1	1.135	0.881	0.954	326.758	295.696	43.423
7	MD28_GAL_Sam48-ECS_2021.03.24_s1:0007-0789:1	6185.412	211.574	84.955	191	181	1493	0.554	199	1	2.302	0.434	0.887	419.746	407.739	17.421
8	MD28_GAL_Sam48-ECS_2021.03.24_s1:0008-0777:1	3474.647	241.823	188.087	144	133	1874	0.161	189	1	4.182	0.239	0.384	251.136	195.150	3.665
9	MD28_GAL_Sam48-ECS_2021.03.24_s1:0009-0808:1	8544.657	190.186	51.624	183	165	1151	0.752	183	1	1.218	0.821	0.916	255.191	179.502	22.726
10	MD28_GAL_Sam48-ECS_2021.03.24_s1:0010-0806:1	7672.615	179.697	67.449	171	159	1275	0.866	171	1	1.240	0.806	0.961	264.471	190.128	15.922
11	MD28_GAL_Sam48-ECS_2021.03.24_s1:0011-0806:1	7692.895	199.016	76.409	187	167	1488	0.605	189	1	2.170	0.461	0.866	338.197	284.417	30.072
12	MD28_GAL_Sam48-ECS_2021.03.24_s1:0012-0816:1	7713.175	194.272	46.838	181	169	1440	0.684	188	1	1.616	0.619	0.903	332.592	283.251	35.301
13	MD28_GAL_Sam48-ECS_2021.03.24_s1:0013-0812:1	5570.251	201.943	52.754	189	177	902	0.787	192	1	1.187	0.842	0.925	380.076	323.066	57.711
14	MD28_GAL_Sam48-ECS_2021.03.24_s1:0014-0817:1	7469.815	205.972	115.051	184	170	2000	0.765	187	1	1.411	0.709	0.920	329.689	299.833	36.379
15	MD28_GAL_Sam48-ECS_2021.03.24_s1:0015-0821:1	4407.529	186.698	30.530	179	166	516	0.756	181	1	2.036	0.491	0.929	262.269	176.956	25.791
16	MD28_GAL_Sam48-ECS_2021.03.24_s1:0016-0834:1	6367.933	186.126	58.022	173	158	1052	0.789	176	1	1.209	0.827	0.939	349.710	293.717	47.513
17	MD28_GAL_Sam48-ECS_2021.03.24_s1:0017-0834:1	3832.928	180.131	38.008	174	161	669	0.627	175	1	2.283	0.438	0.901	288.727	277.540	13.905
18	MD28_GAL_Sam48-ECS_2021.03.24_s1:0018-0838:1	885.562	139.985	12.933	134	129	244	0.233	137	1	5.084	0.197	0.641	187.395	165.621	2.489
19	MD28_GAL_Sam48-ECS_2021.03.24_s1:0019-0837:1	3684.207	206.743	79.371	190	177	1122	0.806	193	1	1.192	0.839	0.928	432.580	453.338	56.246
20	MD28_GAL_Sam48-ECS_2021.03.24_s1:0020-0851:1	6854.654	178.176	9.261	171	162	292	0.667	177	1	2.063	0.485	0.917	282.645	240.808	40.994
21	MD28_GAL_Sam48-ECS_2021.03.24_s1:0021-0842:1	5624.331	197.422	64.895	187	175	1351	0.837	189	1	1.185	0.844	0.950	441.539	369.017	39.293
22	MD28_GAL_Sam48-ECS_2021.03.24_s1:0022-0844:1	5509.411	183.696	64.412	165	158	907	0.705	171	1	1.345	0.743	0.876	319.123	238.997	32.298
23	MD28_GAL_Sam48-ECS_2021.03.24_s1:0023-0861:1	6496.373	195.290	61.359	179	160	972	0.586	185	1	2.846	0.351	0.878	304.841	277.531	33.491
