 	Label	Area	Mean	StdDev	Mode	Min	Max	Circ.	Median	Ch	AR	Round	Solidity	Mean_boundary	StdDev_boundary	Mean_distance
1	MD14_SEM_Sam31-ECS_2021.03.24_s2:0001-0697:1	7469.815	427.991	436.256	157	133	2632	0.198	194	1	2.292	0.436	0.426	341.421	317.269	5.390
2	MD14_SEM_Sam31-ECS_2021.03.24_s2:0002-0739:1	27756.616	176.024	121.061	147	129	1759	0.593	152	1	2.120	0.472	0.861	334.320	342.810	38.202
3	MD14_SEM_Sam31-ECS_2021.03.24_s2:0003-0746:1	20712.681	194.949	146.872	152	139	2013	0.770	161	1	1.217	0.822	0.942	449.413	394.345	33.037
4	MD14_SEM_Sam31-ECS_2021.03.24_s2:0004-0771:1	26769.654	198.960	161.079	160	130	2643	0.594	160	1	2.280	0.439	0.896	445.412	499.498	20.289
5	MD14_SEM_Sam31-ECS_2021.03.24_s2:0005-0785:1	17663.915	213.357	183.739	160	133	2566	0.651	168	1	1.844	0.542	0.876	432.853	436.214	42.316
6	MD14_SEM_Sam31-ECS_2021.03.24_s2:0006-0838:1	27979.696	249.112	275.031	137	132	3617	0.116	170	1	1.984	0.504	0.321	369.542	468.760	11.330
7	MD14_SEM_Sam31-ECS_2021.03.24_s2:0007-0794:1	10870.102	200.076	168.007	163	140	2482	0.622	165	1	2.442	0.409	0.872	538.155	559.493	36.185
8	MD14_SEM_Sam31-ECS_2021.03.24_s2:0008-0806:1	20577.481	193.033	157.527	158	137	2123	0.776	157	1	1.386	0.721	0.926	391.130	387.779	85.300
9	MD14_SEM_Sam31-ECS_2021.03.24_s2:0009-0816:1	14953.150	231.948	208.985	167	131	2159	0.709	173	1	1.945	0.514	0.928	511.262	479.467	50.985
10	MD14_SEM_Sam31-ECS_2021.03.24_s2:0010-0820:1	15433.111	195.928	139.029	172	140	2394	0.691	176	1	1.426	0.701	0.923	450.900	531.034	25.879
11	MD14_SEM_Sam31-ECS_2021.03.24_s2:0011-0821:1	1419.603	383.495	464.487	181	156	2940	0.209	199	1	5.419	0.185	0.650	484.239	597.230	2.748
12	MD14_SEM_Sam31-ECS_2021.03.24_s2:0012-0843:1	17332.675	190.706	111.805	158	133	1617	0.746	162	1	1.506	0.664	0.942	363.631	346.046	100.470
13	MD14_SEM_Sam31-ECS_2021.03.24_s2:0013-0836:1	4914.530	188.252	110.147	168	141	1541	0.535	166	1	2.774	0.360	0.864	371.039	404.378	88.948
14	MD14_SEM_Sam31-ECS_2021.03.24_s2:0014-0855:1	14297.429	211.522	176.924	164	142	2877	0.723	171	1	1.201	0.833	0.945	553.355	584.761	36.556
15	MD14_SEM_Sam31-ECS_2021.03.24_s2:0015-0863:1	16555.273	182.608	138.294	155	133	1983	0.706	156	1	1.621	0.617	0.917	467.607	503.016	72.774
16	MD14_SEM_Sam31-ECS_2021.03.24_s2:0016-0856:1	13276.667	217.150	204.087	167	143	3109	0.739	169	1	1.232	0.812	0.895	557.769	562.376	30.125
17	MD14_SEM_Sam31-ECS_2021.03.24_s2:0017-0921:1	19563.479	188.337	105.149	153	125	1404	0.215	162	1	4.245	0.236	0.649	263.040	217.846	11.796
18	MD14_SEM_Sam31-ECS_2021.03.24_s2:0018-0883:1	15710.271	167.030	82.141	152	138	1827	0.633	155	1	2.441	0.410	0.883	403.321	452.129	122.574
19	MD14_SEM_Sam31-ECS_2021.03.24_s2:0019-0887:1	20638.321	194.940	206.969	147	131	4019	0.732	154	1	1.287	0.777	0.930	500.044	475.763	93.278
20	MD14_SEM_Sam31-ECS_2021.03.24_s2:0020-0918:1	17109.594	192.487	160.781	155	142	2179	0.672	159	1	2.194	0.456	0.949	538.388	541.449	70.867
