 	Label	Area	Mean	StdDev	Mode	Min	Max	Circ.	Median	Ch	AR	Round	Solidity	Mean_boundary	StdDev_boundary	Mean_distance
1	MD27_GAL_Sam89-ECS_2021.03.24_s1:0001-0455:1	4738.769	179.462	32.865	178	158	623	0.799	175	1	1.641	0.610	0.948	282.243	218.409	11.763
2	MD27_GAL_Sam89-ECS_2021.03.24_s1:0002-0464:1	7212.934	184.291	56.062	174	136	976	0.779	174	1	1.635	0.612	0.934	270.545	190.766	17.963
3	MD27_GAL_Sam89-ECS_2021.03.24_s1:0003-0502:1	10565.901	176.012	65.941	162	127	1064	0.107	162	1	4.939	0.202	0.327	193.257	101.523	5.092
4	MD27_GAL_Sam89-ECS_2021.03.24_s1:0004-0481:1	8355.377	183.229	43.745	178	127	609	0.738	178	1	1.711	0.584	0.921	239.535	163.105	18.365
5	MD27_GAL_Sam89-ECS_2021.03.24_s1:0005-0502:1	966.682	142.350	22.861	137	133	342	0.104	137	1	6.555	0.153	0.383	207.348	195.817	1.825
6	MD27_GAL_Sam89-ECS_2021.03.24_s1:0006-0490:1	3238.046	212.658	134.748	185	157	1360	0.778	185	1	1.705	0.586	0.953	339.435	283.740	14.503
7	MD27_GAL_Sam89-ECS_2021.03.24_s1:0007-0507:1	7510.375	200.135	65.739	185	139	924	0.812	187	1	1.347	0.742	0.947	306.595	229.020	38.784
8	MD27_GAL_Sam89-ECS_2021.03.24_s1:0008-0515:1	9558.659	179.470	49.262	173	130	742	0.533	172	1	3.375	0.296	0.847	207.070	82.293	20.167
9	MD27_GAL_Sam89-ECS_2021.03.24_s1:0009-0521:1	8037.656	182.364	63.063	171	138	882	0.775	171	1	1.651	0.606	0.933	259.862	196.497	36.881
10	MD27_GAL_Sam89-ECS_2021.03.24_s1:0010-0528:1	9862.860	180.577	38.325	171	143	677	0.557	171	1	2.880	0.347	0.879	242.414	144.570	40.473
11	MD27_GAL_Sam89-ECS_2021.03.24_s1:0011-0530:1	5495.891	220.551	100.909	200	159	1219	0.715	202	1	2.086	0.479	0.942	312.679	246.667	15.062
12	MD27_GAL_Sam89-ECS_2021.03.24_s1:0012-0536:1	7577.975	206.626	55.486	195	142	817	0.687	196	1	1.850	0.540	0.884	326.309	252.574	59.526
13	MD27_GAL_Sam89-ECS_2021.03.24_s1:0013-0550:1	8145.816	211.851	85.681	202	155	1103	0.778	199	1	1.177	0.850	0.951	384.873	328.030	36.777
14	MD27_GAL_Sam89-ECS_2021.03.24_s1:0014-0561:1	7131.814	197.691	61.854	185	134	998	0.670	186	1	2.187	0.457	0.903	249.756	131.382	67.381
15	MD27_GAL_Sam89-ECS_2021.03.24_s1:0015-0561:1	6104.292	169.087	20.274	163	133	376	0.720	165	1	2.006	0.498	0.936	245.159	150.732	19.031
16	MD27_GAL_Sam89-ECS_2021.03.24_s1:0016-0600:1	5124.090	219.846	81.233	180	147	882	0.112	206	1	4.394	0.228	0.314	286.202	260.041	3.450
17	MD27_GAL_Sam89-ECS_2021.03.24_s1:0017-0578:1	7212.934	200.707	35.300	193	142	773	0.628	196	1	2.326	0.430	0.915	314.860	220.915	84.527
18	MD27_GAL_Sam89-ECS_2021.03.24_s1:0018-0579:1	9531.619	176.860	47.422	170	130	798	0.688	171	1	1.979	0.505	0.897	244.291	152.877	33.563
19	MD27_GAL_Sam89-ECS_2021.03.24_s1:0019-0584:1	8848.858	198.533	38.109	189	162	825	0.637	193	1	2.059	0.486	0.901	349.872	239.812	67.406
20	MD27_GAL_Sam89-ECS_2021.03.24_s1:0020-0588:1	8774.498	218.275	79.735	200	152	1112	0.630	204	1	2.106	0.475	0.893	361.910	275.767	39.720
21	MD27_GAL_Sam89-ECS_2021.03.24_s1:0021-0595:1	9328.819	196.919	67.955	187	134	1060	0.640	187	1	1.967	0.508	0.935	327.454	235.435	66.454
22	MD27_GAL_Sam89-ECS_2021.03.24_s1:0022-0596:1	6239.492	209.330	84.957	196	158	1338	0.809	197	1	1.089	0.919	0.948	349.637	305.397	20.732
