 	Label	Area	Mean	StdDev	Mode	Min	Max	Circ.	Median	Ch	AR	Round	Solidity	Mean_boundary	StdDev_boundary	Mean_distance
1	MD19_SEM_Sam4-ECS_2021.03.24_s2:0001-1461:1	5847.412	260.682	296.305	200	171	4078	0.517	202	1	2.750	0.364	0.830	919.714	1365.063	14.557
2	MD19_SEM_Sam4-ECS_2021.03.24_s2:0002-1487:1	9119.258	337.630	666.508	158	152	6828	0.110	194	1	4.652	0.215	0.320	594.444	1118.842	4.586
3	MD19_SEM_Sam4-ECS_2021.03.24_s2:0003-1489:1	6050.212	186.489	42.756	177	163	1053	0.743	180	1	1.554	0.644	0.905	801.924	1390.625	19.638
4	MD19_SEM_Sam4-ECS_2021.03.24_s2:0004-1491:1	8612.257	261.539	358.866	190	160	5349	0.686	194	1	1.798	0.556	0.933	1128.797	1572.345	19.919
5	MD19_SEM_Sam4-ECS_2021.03.24_s2:0005-1492:1	10437.461	218.329	269.319	163	153	4165	0.770	168	1	1.188	0.841	0.938	896.538	1375.780	25.383
6	MD19_SEM_Sam4-ECS_2021.03.24_s2:0006-1495:1	6989.854	239.352	259.305	181	164	3821	0.684	183	1	1.386	0.721	0.896	1001.020	1270.324	22.487
7	MD19_SEM_Sam4-ECS_2021.03.24_s2:0007-1486:1	4366.969	645.015	924.248	238	174	7312	0.168	291	1	9.036	0.111	0.769	962.493	1436.481	4.249
8	MD19_SEM_Sam4-ECS_2021.03.24_s2:0008-1497:1	8287.777	271.919	501.715	190	171	8384	0.848	192	1	1.145	0.874	0.939	1220.501	2039.620	20.644
9	MD19_SEM_Sam4-ECS_2021.03.24_s2:0009-1498:1	8564.937	372.698	645.857	210	186	8049	0.569	219	1	2.918	0.343	0.921	1591.641	2150.822	21.901
10	MD19_SEM_Sam4-ECS_2021.03.24_s2:0010-1516:1	9930.460	238.977	305.445	183	149	6217	0.713	189	1	1.387	0.721	0.900	1253.547	1533.154	26.892
