 	Label	Area	Mean	StdDev	Mode	Min	Max	Circ.	Median	Ch	AR	Round	Solidity	Mean_boundary	StdDev_boundary	Mean_distance
1	MD26_GAL_Sam33-ECS_2021.03.24_s2:0001-1021:1	4529.209	200.012	111.292	179	168	2028	0.791	183	1	1.640	0.610	0.944	590.971	657.562	10.772
2	MD26_GAL_Sam33-ECS_2021.03.24_s2:0002-1036:1	4677.929	211.435	98.463	183	168	956	0.764	185	1	1.637	0.611	0.940	455.662	445.503	13.581
3	MD26_GAL_Sam33-ECS_2021.03.24_s2:0003-1080:1	13634.947	217.194	195.060	175	142	2284	0.172	178	1	2.090	0.478	0.412	363.248	453.479	7.422
4	MD26_GAL_Sam33-ECS_2021.03.24_s2:0004-1148:1	39059.358	236.339	234.308	134	124	2946	0.112	177	1	2.028	0.493	0.301	287.578	316.356	11.146
5	MD26_GAL_Sam33-ECS_2021.03.24_s2:0005-1074:1	9991.300	200.148	142.478	165	133	1965	0.777	171	1	1.098	0.911	0.906	333.381	313.493	30.633
6	MD26_GAL_Sam33-ECS_2021.03.24_s2:0006-1097:1	6800.574	199.433	99.568	190	128	1590	0.736	189	1	1.611	0.621	0.925	301.075	343.560	24.838
7	MD26_GAL_Sam33-ECS_2021.03.24_s2:0007-1093:1	7091.254	237.671	198.557	183	160	2003	0.823	185	1	1.121	0.892	0.942	359.716	372.619	28.424
8	MD26_GAL_Sam33-ECS_2021.03.24_s2:0008-1102:1	7861.896	229.456	160.753	197	166	1669	0.568	194	1	2.409	0.415	0.818	520.650	581.901	27.788
9	MD26_GAL_Sam33-ECS_2021.03.24_s2:0009-1090:1	1764.364	142.234	55.811	129	126	558	0.687	130	1	2.068	0.484	0.894	224.388	210.044	35.372
10	MD26_GAL_Sam33-ECS_2021.03.24_s2:0010-1096:1	1074.842	201.302	191.281	134	129	1458	0.806	138	1	1.557	0.642	0.941	275.423	261.781	43.660
11	MD26_GAL_Sam33-ECS_2021.03.24_s2:0011-1111:1	1101.882	152.540	92.829	131	128	843	0.900	131	1	1.590	0.629	0.931	237.838	233.001	58.650
