 	Label	Area	Mean	StdDev	Mode	Min	Max	Circ.	Median	Ch	AR	Round	Solidity	Mean_boundary	StdDev_boundary	Mean_distance
1	MD15_GAL_Sam75-ECS_2021.03.24_s1:0001-0640:1	6638.333	213.075	182.714	174	161	2020	0.735	177	1	1.804	0.554	0.941	453.939	544.642	17.957
2	MD15_GAL_Sam75-ECS_2021.03.24_s1:0002-0657:1	10261.701	215.394	121.630	193	181	2637	0.671	197	1	2.085	0.480	0.897	557.096	604.184	30.785
3	MD15_GAL_Sam75-ECS_2021.03.24_s1:0003-0658:1	9227.418	202.965	82.515	191	177	1530	0.766	193	1	1.447	0.691	0.935	480.043	518.607	22.926
4	MD15_GAL_Sam75-ECS_2021.03.24_s1:0004-0669:1	7571.215	195.628	139.494	176	154	2175	0.627	178	1	2.273	0.440	0.875	442.652	519.401	14.270
5	MD15_GAL_Sam75-ECS_2021.03.24_s1:0005-0673:1	5272.811	193.164	57.841	183	174	1228	0.720	185	1	1.591	0.629	0.902	367.698	450.526	22.396
6	MD15_GAL_Sam75-ECS_2021.03.24_s1:0006-0668:1	2000.964	180.709	13.534	183	146	298	0.406	181	1	3.635	0.275	0.839	224.490	224.037	4.358
7	MD15_GAL_Sam75-ECS_2021.03.24_s1:0007-0664:1	878.802	160.777	85.538	138	134	836	0.852	141	1	1.748	0.572	0.922	317.067	312.387	9.400
8	MD15_GAL_Sam75-ECS_2021.03.24_s1:0008-0684:1	13080.626	187.564	103.555	178	142	1826	0.593	175	1	1.807	0.553	0.845	350.971	353.811	31.081
9	MD15_GAL_Sam75-ECS_2021.03.24_s1:0009-0694:1	11282.463	192.933	123.274	177	133	2570	0.623	177	1	2.311	0.433	0.903	372.058	365.808	26.116
10	MD15_GAL_Sam75-ECS_2021.03.24_s1:0010-0681:1	8199.896	200.465	200.894	160	135	2067	0.521	161	1	3.508	0.285	0.919	341.696	301.413	17.097
11	MD15_GAL_Sam75-ECS_2021.03.24_s1:0011-0698:1	11566.383	198.829	62.458	184	175	1561	0.651	188	1	1.892	0.528	0.854	553.602	600.976	62.610
12	MD15_GAL_Sam75-ECS_2021.03.24_s1:0012-0696:1	10437.461	222.173	192.298	184	163	2591	0.734	186	1	1.509	0.663	0.936	496.880	543.868	55.359
13	MD15_GAL_Sam75-ECS_2021.03.24_s1:0013-0698:1	10957.982	206.935	212.462	163	137	3339	0.634	165	1	1.965	0.509	0.867	369.300	425.450	23.415
14	MD15_GAL_Sam75-ECS_2021.03.24_s1:0014-0699:1	6428.773	180.936	96.079	168	154	1679	0.697	168	1	1.675	0.597	0.911	377.961	463.496	41.662
15	MD15_GAL_Sam75-ECS_2021.03.24_s1:0015-0715:1	2609.365	324.505	357.073	182	145	2404	0.101	194	1	17.237	0.058	0.567	355.602	453.889	2.508
