 	Label	Area	Mean	StdDev	Mode	Min	Max	Circ.	Median	Ch	AR	Round	Solidity	Mean_boundary	StdDev_boundary	Mean_distance
1	MD06_SEM-ECS_2021.03.24_s1:0001-0379:1	12316.745	192.023	106.718	166	152	1503	0.768	169	1	1.372	0.729	0.951	284.572	221.999	31.057
2	MD06_SEM-ECS_2021.03.24_s1:0002-0415:1	21861.884	180.034	86.466	158	128	1302	0.523	165	1	2.766	0.362	0.842	300.308	344.240	50.672
3	MD06_SEM-ECS_2021.03.24_s1:0003-0402:1	17812.636	186.310	91.142	168	128	1347	0.720	168	1	1.538	0.650	0.913	247.756	184.139	47.529
4	MD06_SEM-ECS_2021.03.24_s1:0004-0407:1	5969.092	208.424	158.752	175	136	2385	0.649	177	1	2.271	0.440	0.878	472.234	537.307	28.180
5	MD06_SEM-ECS_2021.03.24_s1:0005-0413:1	5401.251	205.413	61.081	202	167	1286	0.685	201	1	1.712	0.584	0.908	351.443	304.312	21.512
6	MD06_SEM-ECS_2021.03.24_s1:0006-0423:1	8625.777	170.900	69.743	158	148	1074	0.634	160	1	1.923	0.520	0.914	236.976	190.233	69.208
7	MD06_SEM-ECS_2021.03.24_s1:0007-0444:1	36064.672	166.315	45.393	126	117	710	0.189	162	1	6.647	0.150	0.565	173.126	70.953	14.225
8	MD06_SEM-ECS_2021.03.24_s1:0008-0417:1	4123.608	173.036	43.546	167	128	605	0.686	165	1	2.075	0.482	0.912	257.677	138.078	11.243
9	MD06_SEM-ECS_2021.03.24_s1:0009-0417:1	5353.931	172.963	32.741	168	131	467	0.584	168	1	3.209	0.312	0.903	215.508	96.362	9.761
10	MD06_SEM-ECS_2021.03.24_s1:0010-0424:1	6705.933	160.643	79.011	126	121	934	0.238	134	1	3.967	0.252	0.603	176.335	87.088	7.547
11	MD06_SEM-ECS_2021.03.24_s1:0011-0421:1	4272.329	175.157	34.381	175	135	687	0.708	171	1	1.690	0.592	0.949	216.701	131.152	10.138
12	MD06_SEM-ECS_2021.03.24_s1:0012-0425:1	3765.328	176.438	38.472	169	155	655	0.850	171	1	1.284	0.779	0.941	222.623	121.265	15.864
13	MD06_SEM-ECS_2021.03.24_s1:0013-0423:1	3521.967	172.491	17.438	166	148	393	0.817	170	1	1.542	0.648	0.926	221.253	105.549	10.486
14	MD06_SEM-ECS_2021.03.24_s1:0014-0421:1	2007.724	183.838	14.560	179	168	355	0.798	182	1	1.456	0.687	0.949	241.475	135.063	11.640
15	MD06_SEM-ECS_2021.03.24_s1:0015-0434:1	1352.003	190.620	36.953	179	170	490	0.800	183	1	1.570	0.637	0.932	249.966	147.007	18.580
16	MD06_SEM-ECS_2021.03.24_s1:0016-0441:1	7449.535	159.766	16.952	158	129	480	0.703	158	1	1.793	0.558	0.950	228.905	104.587	32.787
17	MD06_SEM-ECS_2021.03.24_s1:0017-0454:1	13465.947	153.739	21.054	152	128	452	0.751	152	1	1.042	0.960	0.906	204.122	108.545	40.251
18	MD06_SEM-ECS_2021.03.24_s1:0018-0449:1	4623.849	210.673	64.200	198	174	737	0.664	197	1	2.233	0.448	0.915	346.991	333.188	18.820
19	MD06_SEM-ECS_2021.03.24_s1:0019-0444:1	5752.772	174.526	43.035	166	144	710	0.775	168	1	1.601	0.625	0.939	238.076	141.690	34.195
20	MD06_SEM-ECS_2021.03.24_s1:0020-0448:1	5536.451	195.951	35.565	184	170	590	0.533	190	1	3.393	0.295	0.904	247.553	137.592	14.978
21	MD06_SEM-ECS_2021.03.24_s1:0021-0443:1	4400.769	175.396	21.308	173	156	419	0.825	172	1	1.470	0.680	0.945	234.039	122.365	33.189
22	MD06_SEM-ECS_2021.03.24_s1:0022-0441:1	1919.844	188.236	105.343	163	124	794	0.722	161	1	1.690	0.592	0.886	236.560	187.979	41.141
23	MD06_SEM-ECS_2021.03.24_s1:0023-0450:1	10160.300	156.425	26.776	155	137	673	0.733	154	1	1.868	0.535	0.947	227.020	172.087	97.975
24	MD06_SEM-ECS_2021.03.24_s1:0024-0455:1	8929.978	155.260	26.036	152	122	840	0.651	155	1	2.136	0.468	0.886	220.953	173.056	75.261
25	MD06_SEM-ECS_2021.03.24_s1:0025-0451:1	5232.250	173.544	44.014	167	139	725	0.747	168	1	1.331	0.751	0.928	194.811	92.978	38.917
26	MD06_SEM-ECS_2021.03.24_s1:0026-0448:1	3758.568	183.739	40.748	177	132	528	0.782	177	1	1.497	0.668	0.908	191.584	68.983	19.567
27	MD06_SEM-ECS_2021.03.24_s1:0027-0460:1	4535.969	177.420	73.275	160	146	1047	0.561	162	1	2.683	0.373	0.844	233.155	184.179	58.119
28	MD06_SEM-ECS_2021.03.24_s1:0028-0454:1	6212.452	160.661	15.593	160	132	457	0.805	160	1	1.595	0.627	0.948	180.481	63.119	31.124
29	MD06_SEM-ECS_2021.03.24_s1:0029-0475:1	13634.947	177.262	84.206	158	142	1524	0.543	163	1	2.070	0.483	0.846	330.707	289.460	57.680
30	MD06_SEM-ECS_2021.03.24_s1:0030-0455:1	5428.291	167.401	31.856	162	146	723	0.775	163	1	1.326	0.754	0.936	221.085	131.094	46.574
31	MD06_SEM-ECS_2021.03.24_s1:0031-0463:1	7814.576	163.394	24.122	161	148	609	0.763	161	1	1.407	0.711	0.919	256.980	195.238	36.195
32	MD06_SEM-ECS_2021.03.24_s1:0032-0459:1	7618.535	160.714	16.748	159	143	515	0.708	159	1	2.071	0.483	0.917	213.090	85.227	50.152
33	MD06_SEM-ECS_2021.03.24_s1:0033-0462:1	5124.090	152.632	17.019	147	133	371	0.610	150	1	2.437	0.410	0.916	192.858	77.396	54.964
34	MD06_SEM-ECS_2021.03.24_s1:0034-0464:1	4914.530	180.210	25.631	175	160	613	0.763	177	1	1.275	0.785	0.928	225.041	115.608	41.451
35	MD06_SEM-ECS_2021.03.24_s1:0035-0460:1	1128.922	199.198	72.085	181	172	764	0.858	184	1	1.667	0.600	0.933	416.178	367.695	36.970
36	MD06_SEM-ECS_2021.03.24_s1:0036-0470:1	7605.015	160.486	38.803	155	141	789	0.641	155	1	1.958	0.511	0.910	180.695	72.774	60.214
37	MD06_SEM-ECS_2021.03.24_s1:0037-0479:1	6124.572	162.081	24.037	158	145	506	0.681	159	1	1.825	0.548	0.880	189.625	67.713	61.971
38	MD06_SEM-ECS_2021.03.24_s1:0038-0480:1	5272.811	186.727	40.036	178	121	785	0.374	183	1	4.143	0.241	0.789	203.674	119.552	6.645
39	MD06_SEM-ECS_2021.03.24_s1:0039-0468:1	4846.930	168.416	39.810	165	142	637	0.686	163	1	2.051	0.487	0.893	216.078	112.809	58.545
40	MD06_SEM-ECS_2021.03.24_s1:0040-0476:1	8706.897	159.011	55.737	147	125	866	0.623	150	1	1.742	0.574	0.835	216.758	156.804	115.290
41	MD06_SEM-ECS_2021.03.24_s1:0041-0486:1	10944.462	159.258	25.499	157	125	475	0.659	157	1	1.722	0.581	0.888	181.335	69.125	64.660
42	MD06_SEM-ECS_2021.03.24_s1:0042-0482:1	5867.692	163.153	21.542	163	140	403	0.711	161	1	2.073	0.482	0.943	200.342	94.679	50.255
43	MD06_SEM-ECS_2021.03.24_s1:0043-0476:1	5299.851	216.741	109.258	181	168	886	0.704	184	1	1.844	0.542	0.928	233.093	143.270	29.716
44	MD06_SEM-ECS_2021.03.24_s1:0044-0482:1	9815.540	151.844	28.112	126	119	238	0.498	144	1	2.080	0.481	0.749	151.554	49.962	10.610
45	MD06_SEM-ECS_2021.03.24_s1:0045-0484:1	5705.451	155.873	27.878	151	142	534	0.769	152	1	1.770	0.565	0.923	221.216	105.363	76.354
46	MD06_SEM-ECS_2021.03.24_s1:0046-0486:1	6543.693	154.890	30.399	147	136	452	0.703	148	1	1.855	0.539	0.926	185.085	79.808	76.664
47	MD06_SEM-ECS_2021.03.24_s1:0047-0479:1	3177.206	173.036	22.181	188	140	351	0.693	170	1	2.183	0.458	0.915	190.789	45.062	19.002
48	MD06_SEM-ECS_2021.03.24_s1:0048-0486:1	8808.298	156.676	20.434	152	143	465	0.711	154	1	1.800	0.556	0.941	209.201	90.449	80.444
49	MD06_SEM-ECS_2021.03.24_s1:0049-0491:1	5097.050	218.721	112.634	189	164	1268	0.550	190	1	2.652	0.377	0.831	311.109	245.868	20.204
50	MD06_SEM-ECS_2021.03.24_s1:0050-0486:1	4218.248	171.200	44.958	165	142	660	0.703	163	1	1.707	0.586	0.902	212.375	112.334	67.572
51	MD06_SEM-ECS_2021.03.24_s1:0051-0502:1	10417.181	168.920	40.686	165	131	897	0.587	164	1	2.359	0.424	0.849	193.458	95.269	84.570
52	MD06_SEM-ECS_2021.03.24_s1:0052-0494:1	9409.939	164.085	19.089	160	128	485	0.660	163	1	2.376	0.421	0.900	215.462	98.663	52.706
53	MD06_SEM-ECS_2021.03.24_s1:0053-0494:1	9774.980	156.622	13.500	154	142	342	0.796	155	1	1.227	0.815	0.926	213.764	163.604	75.642
54	MD06_SEM-ECS_2021.03.24_s1:0054-0492:1	5367.451	175.165	30.888	165	133	475	0.768	170	1	1.580	0.633	0.933	189.765	64.953	26.628
55	MD06_SEM-ECS_2021.03.24_s1:0055-0488:1	6476.093	154.871	30.849	152	139	582	0.428	151	1	3.557	0.281	0.822	207.834	149.676	114.900
56	MD06_SEM-ECS_2021.03.24_s1:0056-0503:1	11627.223	175.437	130.243	152	140	1726	0.545	154	1	3.190	0.313	0.919	294.039	295.036	76.787
57	MD06_SEM-ECS_2021.03.24_s1:0057-0500:1	6462.573	167.732	36.660	162	139	699	0.607	162	1	2.381	0.420	0.866	266.056	211.632	43.069
58	MD06_SEM-ECS_2021.03.24_s1:0058-0500:1	6090.772	173.922	56.079	163	148	742	0.660	164	1	2.322	0.431	0.915	253.406	170.808	90.755
59	MD06_SEM-ECS_2021.03.24_s1:0059-0497:1	4968.610	161.603	24.942	155	132	420	0.749	156	1	1.513	0.661	0.914	193.511	107.853	81.622
60	MD06_SEM-ECS_2021.03.24_s1:0060-0517:1	29426.339	189.789	91.109	171	121	1492	0.496	174	1	2.034	0.492	0.828	216.672	158.816	20.258
61	MD06_SEM-ECS_2021.03.24_s1:0061-0496:1	4366.969	206.876	108.544	178	160	1022	0.619	180	1	2.619	0.382	0.916	242.751	155.964	51.483
62	MD06_SEM-ECS_2021.03.24_s1:0062-0509:1	13898.588	169.041	52.851	159	138	657	0.787	158	1	1.302	0.768	0.930	214.787	123.211	98.103
63	MD06_SEM-ECS_2021.03.24_s1:0063-0515:1	10897.142	162.635	24.369	159	131	483	0.731	160	1	1.487	0.672	0.922	192.557	63.269	55.982
64	MD06_SEM-ECS_2021.03.24_s1:0064-0511:1	8517.617	166.287	25.606	175	123	375	0.779	165	1	1.362	0.734	0.910	175.103	56.249	23.599
65	MD06_SEM-ECS_2021.03.24_s1:0065-0509:1	5468.851	162.302	37.033	156	149	761	0.811	158	1	1.384	0.722	0.938	240.936	185.481	115.258
66	MD06_SEM-ECS_2021.03.24_s1:0066-0505:1	5915.012	199.330	85.642	179	161	1082	0.725	182	1	1.992	0.502	0.932	292.614	203.993	27.679
67	MD06_SEM-ECS_2021.03.24_s1:0067-0502:1	4407.529	190.153	49.748	173	160	781	0.614	177	1	2.582	0.387	0.931	268.950	209.342	12.485
68	MD06_SEM-ECS_2021.03.24_s1:0068-0512:1	7672.615	150.935	15.442	150	137	443	0.643	149	1	2.347	0.426	0.921	194.660	91.279	102.437
69	MD06_SEM-ECS_2021.03.24_s1:0069-0529:1	12593.905	147.263	41.271	124	117	688	0.239	141	1	2.423	0.413	0.524	152.100	42.629	13.161
70	MD06_SEM-ECS_2021.03.24_s1:0070-0513:1	6956.054	154.314	35.094	150	137	844	0.671	150	1	1.831	0.546	0.887	314.640	299.917	114.785
71	MD06_SEM-ECS_2021.03.24_s1:0071-0527:1	7713.175	167.482	27.782	163	152	763	0.678	164	1	1.797	0.556	0.895	251.319	205.432	54.554
72	MD06_SEM-ECS_2021.03.24_s1:0072-0521:1	10383.381	162.469	16.498	158	127	330	0.784	161	1	1.455	0.687	0.947	170.839	59.780	43.914
73	MD06_SEM-ECS_2021.03.24_s1:0073-0518:1	4529.209	184.999	63.395	176	161	1064	0.671	176	1	1.830	0.546	0.920	338.121	284.355	30.534
74	MD06_SEM-ECS_2021.03.24_s1:0074-0510:1	3954.608	166.229	27.965	160	155	587	0.644	162	1	2.736	0.366	0.948	285.754	224.394	140.253
75	MD06_SEM-ECS_2021.03.24_s1:0075-0517:1	9937.220	158.006	26.370	155	139	674	0.579	155	1	2.578	0.388	0.875	205.369	95.252	107.552
76	MD06_SEM-ECS_2021.03.24_s1:0076-0526:1	13803.948	165.583	17.658	160	129	330	0.693	162	1	1.496	0.669	0.879	181.607	52.083	28.041
77	MD06_SEM-ECS_2021.03.24_s1:0077-0540:1	11133.742	209.410	118.867	182	162	2041	0.458	190	1	3.212	0.311	0.842	415.450	417.517	23.361
78	MD06_SEM-ECS_2021.03.24_s1:0078-0515:1	3880.248	189.894	44.947	181	164	637	0.815	181	1	1.476	0.677	0.915	239.299	160.074	11.629
79	MD06_SEM-ECS_2021.03.24_s1:0079-0530:1	9883.140	168.813	21.988	164	150	394	0.744	165	1	1.338	0.747	0.942	208.095	95.586	83.746
80	MD06_SEM-ECS_2021.03.24_s1:0080-0526:1	7713.175	184.799	76.283	168	149	936	0.781	169	1	1.428	0.700	0.934	218.677	148.224	91.962
81	MD06_SEM-ECS_2021.03.24_s1:0081-0524:1	6313.853	174.613	24.241	170	159	566	0.755	171	1	1.435	0.697	0.924	313.043	267.111	37.322
82	MD06_SEM-ECS_2021.03.24_s1:0082-0525:1	6976.334	184.976	73.335	170	148	1127	0.685	172	1	1.231	0.812	0.913	242.086	163.481	65.749
83	MD06_SEM-ECS_2021.03.24_s1:0083-0528:1	8733.937	160.896	33.834	153	138	561	0.767	155	1	1.098	0.911	0.916	233.124	155.396	112.420
84	MD06_SEM-ECS_2021.03.24_s1:0084-0527:1	8781.258	161.105	18.155	155	143	425	0.748	158	1	1.713	0.584	0.914	203.616	82.849	108.661
85	MD06_SEM-ECS_2021.03.24_s1:0085-0534:1	10525.341	166.759	22.337	161	146	383	0.642	163	1	2.270	0.441	0.884	195.331	73.576	110.201
86	MD06_SEM-ECS_2021.03.24_s1:0086-0530:1	7185.894	175.233	29.805	171	159	852	0.698	171	1	1.792	0.558	0.948	356.017	344.790	48.337
87	MD06_SEM-ECS_2021.03.24_s1:0087-0529:1	5367.451	167.071	10.269	168	137	244	0.719	168	1	1.639	0.610	0.941	213.790	93.513	62.164
88	MD06_SEM-ECS_2021.03.24_s1:0088-0539:1	15446.631	152.554	15.965	150	132	491	0.743	151	1	1.667	0.600	0.916	197.629	94.156	132.814
89	MD06_SEM-ECS_2021.03.24_s1:0089-0540:1	11762.424	169.755	57.898	160	145	1148	0.782	162	1	1.355	0.738	0.934	254.949	220.458	110.624
90	MD06_SEM-ECS_2021.03.24_s1:0090-0543:1	13337.507	173.340	51.794	164	140	773	0.806	164	1	1.314	0.761	0.927	252.894	190.881	132.421
91	MD06_SEM-ECS_2021.03.24_s1:0091-0534:1	3589.567	164.171	28.419	158	130	470	0.569	159	1	2.541	0.394	0.848	186.630	61.198	99.051
92	MD06_SEM-ECS_2021.03.24_s1:0092-0530:1	5685.171	163.414	21.211	158	149	394	0.609	159	1	2.639	0.379	0.903	264.405	220.133	148.501
