 	Label	Area	Mean	StdDev	Mode	Min	Max	Circ.	Median	Ch	AR	Round	Solidity	Mean_boundary	StdDev_boundary	Mean_distance
1	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0001-0453:1	30913.542	273.245	483.630	171	143	8267	0.713	175	1	1.950	0.513	0.948	691.515	1085.894	32.200
2	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0002-0435:1	1642.683	505.074	735.961	184	147	3717	0.360	203	1	2.226	0.449	0.708	424.018	674.858	4.819
3	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0003-0474:1	5597.291	324.977	635.773	134	128	5578	0.239	143	1	3.673	0.272	0.505	343.237	649.343	5.785
4	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0004-0457:1	10430.701	279.148	550.248	175	142	6421	0.786	177	1	1.440	0.694	0.929	684.126	1078.712	19.352
5	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0005-0471:1	12269.425	230.387	261.672	163	150	3178	0.655	167	1	2.156	0.464	0.930	570.243	798.220	35.844
6	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0006-0473:1	12749.385	219.501	241.454	178	156	4350	0.544	180	1	2.889	0.346	0.871	851.212	1198.417	54.387
7	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0007-0494:1	13296.947	192.551	191.636	157	144	2997	0.690	160	1	2.103	0.475	0.946	708.438	1042.861	44.354
8	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0008-0496:1	10518.581	297.442	603.487	169	144	7327	0.814	173	1	1.384	0.722	0.943	775.087	1140.046	27.079
9	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0009-0512:1	10160.300	202.900	274.897	176	137	4906	0.661	172	1	2.277	0.439	0.914	604.621	952.664	33.999
10	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0010-0510:1	13040.066	246.225	333.167	168	147	4823	0.561	178	1	2.649	0.378	0.890	856.090	1134.229	86.572
11	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0011-0510:1	7408.975	288.253	476.206	178	164	5432	0.675	181	1	1.902	0.526	0.895	754.515	966.653	61.423
12	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0012-0534:1	10599.701	173.640	70.018	160	146	1457	0.793	163	1	1.078	0.928	0.956	586.417	957.628	31.382
13	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0013-0534:1	11410.903	297.879	576.740	186	176	6246	0.778	188	1	1.486	0.673	0.939	719.499	1130.906	28.910
14	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0014-0532:1	5002.410	232.988	301.888	178	154	4425	0.737	179	1	1.385	0.722	0.930	724.269	1057.476	17.462
15	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0015-0538:1	13053.586	298.094	449.023	189	157	4196	0.593	191	1	2.558	0.391	0.941	638.283	1048.715	96.403
16	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0016-0544:1	13371.307	312.143	511.869	192	164	5908	0.613	195	1	2.472	0.405	0.932	992.007	1441.993	73.801
17	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0017-0549:1	12316.745	257.743	375.822	185	148	6233	0.712	186	1	1.609	0.621	0.935	844.917	1136.573	47.899
18	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0018-0563:1	15987.432	248.038	361.315	191	156	5292	0.611	192	1	1.956	0.511	0.896	629.106	1004.357	100.702
19	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0019-0582:1	12675.025	212.975	266.000	177	150	5461	0.649	179	1	2.301	0.435	0.873	778.592	1286.047	61.702
20	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0020-0568:1	8193.136	260.525	370.770	192	173	5753	0.647	193	1	2.457	0.407	0.921	699.569	992.485	24.465
21	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0021-0564:1	1000.482	167.770	63.803	158	146	897	0.852	159	1	1.258	0.795	0.964	390.943	805.968	18.041
22	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0022-0580:1	17217.754	362.377	720.122	196	170	11091	0.495	203	1	3.278	0.305	0.876	1053.652	1688.759	53.018
23	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0023-0588:1	10538.861	276.526	383.126	201	156	4928	0.611	202	1	2.225	0.449	0.867	877.445	1216.225	104.516
24	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0024-0581:1	9741.179	319.518	472.056	197	174	4919	0.532	203	1	3.437	0.291	0.904	838.929	1132.706	76.661
25	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0025-0601:1	17650.395	251.774	340.559	181	166	4606	0.851	188	1	1.295	0.772	0.962	949.542	1328.253	31.877
26	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0026-0596:1	10755.182	253.983	364.116	178	146	4928	0.725	182	1	1.821	0.549	0.920	711.833	975.626	33.331
27	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0027-0603:1	5286.331	232.843	251.630	177	154	2966	0.213	178	1	2.657	0.376	0.494	374.427	625.539	7.362
28	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0028-0608:1	14290.669	239.313	369.052	184	144	5816	0.643	185	1	1.650	0.606	0.881	710.826	1155.683	72.224
29	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0029-0599:1	9910.180	298.733	485.429	187	158	5719	0.805	188	1	1.416	0.706	0.946	834.195	1149.552	58.981
30	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0030-0608:1	8078.216	209.284	188.387	171	163	4444	0.762	179	1	1.162	0.860	0.917	649.469	967.770	22.885
31	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0031-0609:1	10985.022	391.065	635.027	201	153	6674	0.492	220	1	3.843	0.260	0.851	1121.460	1388.665	126.712
32	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0032-0616:1	14310.949	285.324	476.043	200	178	5914	0.730	201	1	1.880	0.532	0.948	968.087	1282.034	109.068
33	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0033-0626:1	15081.590	252.894	393.529	179	164	5940	0.755	184	1	1.571	0.637	0.952	844.814	1150.922	39.603
34	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0034-0621:1	15689.991	310.861	660.987	198	179	12495	0.706	202	1	1.928	0.519	0.953	984.971	1669.387	44.149
35	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0035-0633:1	10545.621	375.393	697.944	202	184	8259	0.592	213	1	2.443	0.409	0.890	1031.803	1286.698	140.899
36	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0036-0676:1	61205.162	300.713	446.655	200	161	5698	0.419	206	1	1.996	0.501	0.788	878.018	1256.716	118.963
37	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0037-0648:1	15568.311	266.348	396.879	199	167	7418	0.508	202	1	3.321	0.301	0.870	930.238	1389.210	53.911
38	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0038-0652:1	16960.874	284.892	542.314	197	161	10268	0.787	198	1	1.335	0.749	0.937	1038.962	1551.512	76.950
39	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0039-0645:1	9660.059	229.623	275.545	180	163	5004	0.648	182	1	2.170	0.461	0.917	682.594	953.100	49.138
40	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0040-0651:1	8760.978	387.026	697.888	225	199	7318	0.756	232	1	1.482	0.675	0.916	981.474	1290.639	155.422
41	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0041-0654:1	12478.985	228.569	214.479	187	167	4312	0.733	195	1	1.845	0.542	0.938	807.148	1084.490	21.769
42	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0042-0653:1	10146.780	400.401	733.122	210	185	6724	0.687	217	1	2.225	0.450	0.954	1412.192	1572.591	91.626
43	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0043-0675:1	18055.996	267.016	339.068	206	155	5438	0.718	213	1	2.069	0.483	0.956	1114.542	1560.677	41.330
44	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0044-0667:1	11566.383	280.835	362.747	216	152	5556	0.787	218	1	1.232	0.811	0.942	825.583	1240.629	92.930
45	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0045-0781:1	80883.562	273.357	397.841	173	129	5298	0.166	185	1	2.475	0.404	0.436	422.740	723.692	19.799
46	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0046-0691:1	21199.402	326.802	565.185	207	170	8002	0.661	212	1	2.166	0.462	0.903	1164.089	1504.625	102.193
47	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0047-0683:1	13722.827	240.895	263.609	181	168	3726	0.832	194	1	1.117	0.895	0.961	775.677	1167.209	63.805
48	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0048-0690:1	13195.546	370.330	556.579	238	193	5788	0.718	240	1	1.444	0.692	0.934	955.561	1340.909	161.143
49	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0049-0682:1	9207.138	248.355	265.197	190	170	3496	0.679	193	1	2.093	0.478	0.928	453.620	587.566	48.410
50	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0050-0693:1	9044.898	212.865	262.174	173	157	4537	0.747	174	1	1.371	0.729	0.936	513.909	776.256	36.111
51	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0051-0714:1	23977.768	273.231	350.281	190	159	5126	0.631	196	1	2.266	0.441	0.930	797.349	1145.544	110.067
52	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0052-0704:1	16359.233	327.000	624.746	206	185	7749	0.798	215	1	1.315	0.760	0.943	839.580	1466.791	39.382
53	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0053-0722:1	19306.599	289.551	414.887	219	153	7457	0.672	217	1	1.938	0.516	0.936	970.597	1334.987	71.972
54	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0054-0722:1	19691.919	300.427	465.439	217	162	6322	0.746	220	1	1.656	0.604	0.960	895.896	1317.079	104.748
55	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0055-0729:1	23896.648	265.510	325.144	192	137	5281	0.627	196	1	2.178	0.459	0.877	462.279	640.485	63.431
56	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0056-0728:1	13378.067	374.534	576.181	204	184	6741	0.475	220	1	3.285	0.304	0.907	1118.952	1383.576	151.802
57	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0057-0738:1	9599.219	266.623	429.856	205	181	7979	0.612	205	1	2.380	0.420	0.921	943.187	1339.936	89.973
58	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0058-0737:1	9011.098	269.089	367.393	204	179	4920	0.720	206	1	1.823	0.549	0.932	882.409	1217.349	86.298
59	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0059-0740:1	7618.535	281.531	416.856	197	174	5846	0.781	204	1	1.326	0.754	0.940	883.263	1211.792	63.079
60	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0060-0746:1	12715.585	306.037	486.707	206	177	5831	0.806	209	1	1.483	0.674	0.957	790.846	1143.740	39.321
61	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0061-0736:1	2021.244	412.826	557.439	196	188	5217	0.528	208	1	1.881	0.532	0.868	805.237	1282.839	6.017
62	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0062-0754:1	14087.868	264.361	480.203	185	170	8436	0.816	189	1	1.204	0.830	0.940	1147.895	1654.282	33.202
63	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0063-0758:1	7158.854	230.742	233.945	208	137	3819	0.607	204	1	1.322	0.756	0.809	565.052	893.627	31.092
64	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0064-0758:1	8686.617	360.211	513.957	235	193	6457	0.397	248	1	4.559	0.219	0.787	1165.324	1561.876	90.922
65	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0065-0769:1	10761.942	215.513	254.015	170	159	5077	0.767	184	1	1.413	0.708	0.923	877.002	1275.713	66.771
66	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0066-0762:1	7895.696	307.431	352.211	195	180	3001	0.780	205	1	1.078	0.927	0.943	653.022	792.080	59.772
67	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0067-0765:1	7544.175	257.216	407.373	199	172	8090	0.848	203	1	1.335	0.749	0.949	956.354	1346.459	23.555
68	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0068-0808:1	22308.045	259.548	420.597	192	167	6615	0.221	195	1	5.576	0.179	0.623	607.563	1033.520	12.154
69	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0069-0770:1	9227.418	304.558	454.710	221	200	7250	0.709	226	1	1.844	0.542	0.930	705.768	1031.738	117.759
70	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0070-0774:1	12289.705	283.991	308.586	205	147	3728	0.574	209	1	2.119	0.472	0.871	590.675	735.909	129.281
71	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0071-0787:1	13073.866	242.360	247.419	186	167	3883	0.739	195	1	1.817	0.550	0.952	926.516	1142.316	89.983
72	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0072-0779:1	7490.095	277.185	207.685	244	215	3780	0.564	243	1	2.577	0.388	0.894	1218.514	1533.602	83.174
73	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0073-0774:1	5435.051	590.887	908.702	228	214	6462	0.637	243	1	2.412	0.415	0.888	1287.185	1455.354	31.756
74	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0074-0788:1	19299.839	264.641	296.931	200	162	5181	0.506	204	1	3.032	0.330	0.889	770.646	995.188	111.691
75	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0075-0788:1	11613.703	276.312	293.460	211	195	3571	0.806	218	1	1.307	0.765	0.948	1155.093	1325.313	47.229
76	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0076-0790:1	10133.260	264.068	317.813	206	184	4551	0.775	209	1	1.342	0.745	0.935	934.432	1188.422	73.611
77	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0077-0800:1	15514.231	274.741	319.020	200	165	3531	0.666	203	1	1.957	0.511	0.911	811.115	978.368	83.450
78	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0078-0804:1	9443.739	262.362	440.414	187	172	6205	0.809	195	1	1.360	0.735	0.932	933.330	1220.704	85.198
79	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0079-0800:1	8348.617	472.006	740.838	248	218	6580	0.789	258	1	1.558	0.642	0.944	1564.256	1733.744	32.076
80	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0080-0800:1	7956.536	264.367	343.686	204	186	5397	0.822	212	1	1.298	0.770	0.932	1371.700	1796.991	64.408
81	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0081-0816:1	10173.820	219.705	185.496	194	181	5618	0.676	199	1	2.043	0.489	0.909	747.722	1143.657	34.540
82	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0082-0804:1	8355.377	275.694	304.371	222	201	4798	0.717	230	1	2.085	0.480	0.948	987.239	1249.064	73.242
83	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0083-0807:1	6672.133	261.810	281.967	208	170	5127	0.737	211	1	1.746	0.573	0.925	871.605	1308.546	47.836
84	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0084-0815:1	11295.983	302.864	350.020	207	189	3583	0.667	212	1	2.182	0.458	0.915	1014.896	1155.192	77.727
85	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0085-0835:1	12506.025	292.902	433.926	195	168	6272	0.632	195	1	2.145	0.466	0.916	1261.937	1492.527	89.045
86	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0086-0819:1	7253.495	310.564	356.387	239	225	3947	0.802	242	1	1.671	0.598	0.946	1299.786	1529.646	34.266
87	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0087-0831:1	12796.706	265.499	323.702	193	158	3508	0.747	194	1	1.656	0.604	0.922	666.539	783.172	77.972
88	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0088-0840:1	12404.625	222.998	214.742	195	175	4402	0.657	195	1	1.979	0.505	0.893	958.356	1262.940	22.000
89	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0089-0847:1	14723.309	236.404	262.539	196	175	3852	0.510	196	1	2.999	0.333	0.825	774.732	971.713	58.938
90	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0090-0848:1	16061.792	244.793	268.115	183	161	3504	0.625	193	1	2.324	0.430	0.921	1305.334	1416.751	54.530
91	MD15_SEM_Sam58_SecondTry-ECS_2021.03.24_s1:0091-0845:1	7517.135	244.494	267.136	196	174	5704	0.474	200	1	3.688	0.271	0.885	985.283	1245.786	34.290
